FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
-138.918839,-18.954878,-39.197273,-23.326763,778.88501,87.337753
-139.616806,-19.135176,-40.148994,-22.838295,779.832947,85.172493
-140.325806,-19.246521,-41.088406,-22.331158,780.714905,83.003426
-141.043289,-19.294424,-42.01543,-21.807659,781.537598,80.831955
-141.766739,-19.284084,-42.929882,-21.269995,782.307251,78.659645
-142.493683,-19.220394,-43.831501,-20.720255,783.029846,76.488129
-143.221848,-19.107965,-44.719936,-20.160421,783.71051,74.319138
-143.948929,-18.951149,-45.59478,-19.592352,784.354126,72.154503
-144.672729,-18.754076,-46.455574,-19.017805,784.965088,69.996101
-145.391068,-18.520664,-47.301842,-18.438431,785.547363,67.845879
-146.101776,-18.254652,-48.133102,-17.855768,786.104248,65.705826
-146.802719,-17.959547,-48.948898,-17.271284,786.638977,63.577942
-147.491776,-17.638655,-49.748753,-16.686346,787.154114,61.464249
-148.166885,-17.29504,-50.5322,-16.102264,787.651917,59.36673
-148.826096,-16.931555,-51.298767,-15.520263,788.134216,57.287342
-149.46756,-16.550817,-52.047962,-14.941502,788.6026,55.227974
-150.089539,-16.15526,-52.779274,-14.367074,789.058472,53.190495
-150.690308,-15.747139,-53.492146,-13.797998,789.502502,51.176693
-151.268234,-15.328566,-54.186031,-13.235219,789.935608,49.188347
-151.821655,-14.901528,-54.860378,-12.679603,790.357971,47.227184
-152.348923,-14.467885,-55.514648,-12.131927,790.769836,45.294868
-152.848434,-14.029372,-56.148335,-11.592887,791.171082,43.393002
-153.318756,-13.587586,-56.760956,-11.063089,791.56134,41.523087
-153.758453,-13.143971,-57.352074,-10.543069,791.940186,39.686531
-154.166382,-12.699826,-57.921284,-10.033298,792.306763,37.884651
-154.541382,-12.256315,-58.468193,-9.534203,792.6604,36.118683
-154.882462,-11.814482,-58.992413,-9.046165,793.000061,34.389774
-155.188599,-11.375284,-59.493542,-8.56952,793.324646,32.698963
-155.458908,-10.939607,-59.971172,-8.104577,793.632874,31.047192
-155.692383,-10.508278,-60.424923,-7.651601,793.923645,29.435303
-155.888214,-10.082062,-60.85442,-7.210813,794.195313,27.864037
-156.04567,-9.661643,-61.259331,-6.782382,794.446167,26.33403
-156.164078,-9.247626,-61.63937,-6.366423,794.674805,24.845835
-156.242981,-8.840536,-61.994267,-5.963005,794.879211,23.399895
-156.281967,-8.440823,-62.323807,-5.572155,795.0578,21.996555
-156.28067,-8.048879,-62.627827,-5.193863,795.208679,20.636072
-156.23877,-7.665057,-62.906181,-4.828097,795.329895,19.318584
-156.155945,-7.289689,-63.158718,-4.47481,795.419617,18.044132
-156.031799,-6.923088,-63.385323,-4.133952,795.475769,16.812643
-155.866058,-6.565544,-63.585884,-3.805475,795.496277,15.623973
-155.658478,-6.217322,-63.760292,-3.48933,795.478882,14.477878
-155.408905,-5.878643,-63.908516,-3.185462,795.42157,13.374047
-155.117249,-5.549686,-64.030594,-2.893807,795.322205,12.312086
-154.783539,-5.230574,-64.126648,-2.614273,795.178711,11.291531
-154.407867,-4.921378,-64.196922,-2.346731,794.989014,10.311852
-153.990372,-4.62213,-64.241714,-2.091024,794.751099,9.372464
-153.531189,-4.332846,-64.261459,-1.846966,794.46283,8.472731
-153.030441,-4.053534,-64.25663,-1.614355,794.122375,7.611983
-152.488281,-3.784203,-64.227737,-1.392971,793.727539,6.789513
-151.904907,-3.524858,-64.175293,-1.182579,793.276489,6.004591
-151.280548,-3.275499,-64.0998,-0.98293,792.767273,5.256441
-150.615646,-3.036097,-64.001755,-0.793776,792.197998,4.544252
-149.910645,-2.806589,-63.881653,-0.614869,791.566956,3.867175
-149.166046,-2.586871,-63.739998,-0.445954,790.872559,3.224331
-148.382492,-2.376798,-63.577324,-0.286776,790.113037,2.61482
-147.560486,-2.176195,-63.394218,-0.137067,789.286926,2.037724
-146.700607,-1.984884,-63.19128,0.003446,788.392517,1.492128
-145.803421,-1.802692,-62.9692,0.135045,787.428467,0.977109
-144.869476,-1.629466,-62.728668,0.25802,786.39325,0.491751
-143.899445,-1.465058,-62.470383,0.37267,785.285461,0.035145
-142.894028,0,-62.195015,0,784.104065,0
-141.85405,0,-61.90321,0,782.847778,0
-140.780334,0,-61.595608,0,781.515564,0
-139.673813,0,-61.272835,0,780.106506,0
-138.535416,0,-60.935528,0,778.619507,0
-137.365982,0,-60.584354,0,777.053955,0
-136.166412,0,-60.220005,0,775.408752,0
-134.937607,0,-59.843208,0,773.683411,0
-133.680466,0,-59.454723,0,771.877319,0
-132.395889,0,-59.055321,0,769.98999,0
-131.0849,0,-58.645767,0,768.021057,0
-129.74852,0,-58.226826,0,765.970337,0
-128.387802,0,-57.79924,0,763.837585,0
-127.003815,0,-57.363731,0,761.622925,0
-125.59761,0,-56.921017,0,759.326172,0
-124.170265,0,-56.471821,0,756.947571,0
-122.722794,0,-56.016884,0,754.487183,0
-121.256218,0,-55.556965,0,751.945435,0
-119.771561,0,-55.092854,0,749.322571,0
-118.269852,0,-54.62532,0,746.619263,0
-116.752151,0,-54.155163,0,743.835754,0
-115.219551,0,-53.683163,0,740.973083,0
-113.673172,0,-53.210087,0,738.031738,0
-112.114105,0,-52.736664,0,735.012451,0
-110.543457,0,-52.263596,0,731.91626,0
-108.962334,0,-51.791553,0,728.743958,0
-107.371773,0,-51.321175,0,725.496826,0
-105.772858,0,-50.853088,0,722.175659,0
-104.166664,0,-50.387897,0,718.78186,0
-102.554237,0,-49.926205,0,715.316528,0
-100.936607,0,-49.468597,0,711.781128,0
-99.314835,0,-49.015633,0,708.17688,0
-97.689957,0,-48.567852,0,704.505188,0
-96.063026,0,-48.125782,0,700.7677,0
-94.435097,0,-47.689899,0,696.96582,0
-92.80722,0,-47.260662,0,693.101135,0
-91.180397,0,-46.838486,0,689.175293,0
-89.555588,0,-46.423752,0,685.189941,0
-87.933739,0,-46.016834,0,681.146912,0
-86.31575,0,-45.618076,0,677.047791,0
-84.702507,0,-45.227829,0,672.89447,0
-83.094933,0,-44.846405,0,668.688721,0
-81.493927,0,-44.474113,0,664.432251,0
-79.900436,0,-44.111225,0,660.127136,0
-78.315361,0,-43.75798,0,655.775269,0
-76.739594,0,-43.414581,0,651.378357,0
-75.173943,0,-43.081226,0,646.938538,0
-73.619194,0,-42.758053,0,642.457703,0
-72.076073,0,-42.445213,0,637.937805,0
-70.545273,0,-42.142815,0,633.38092,0
-69.027527,0,-41.850967,0,628.788879,0
-67.523529,0,-41.569775,0,624.163757,0
-66.034027,0,-41.299305,0,619.507446,0
-64.559731,0,-41.039631,0,614.821899,0
-63.101322,0,-40.790775,0,610.109253,0
-61.659416,0,-40.552742,0,605.37146,0
-60.234558,0,-40.325497,0,600.610291,0
-58.827267,0,-40.108963,0,595.827881,0
-57.438026,0,-39.903057,0,591.026123,0
-56.067322,0,-39.707657,0,586.206909,0
-54.715641,0,-39.522633,0,581.37207,0
-53.383476,0,-39.347851,0,576.523682,0
-52.071308,0,-39.183182,0,571.663513,0
-50.779602,0,-39.028492,0,566.793579,0
-49.50877,0,-38.883625,0,561.915649,0
-48.259167,0,-38.74839,0,557.031738,0
-47.031063,0,-38.622585,0,552.143494,0
-45.824684,0,-38.505951,0,547.25293,0
-44.64024,0,-38.398224,0,542.361511,0
-43.477928,0,-38.299107,0,537.471313,0
