L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.542883,0.764334,0.765775,0.743212,0.405652,0.55191,0.556168,0.512178,0.571691,0.550339,0.589445,0.647775,0.446483,0.448485,0.417938,0.365539,0.078595,0.061826,0.06411,0.043704,0.256404,0.094999,0.097766,0.104242
0.537299,0.758911,0.760235,0.737705,0.41342,0.56271,0.566857,0.522789,0.5717,0.550368,0.589491,0.647836,0.446984,0.44821,0.417607,0.365269,0.078763,0.061786,0.063988,0.043664,0.251644,0.093302,0.096278,0.102078
0.531367,0.753119,0.75433,0.731827,0.421795,0.574298,0.578322,0.53417,0.571697,0.550397,0.589537,0.647897,0.447496,0.447878,0.417223,0.364953,0.07894,0.061748,0.063866,0.04362,0.246528,0.091518,0.094715,0.09979
0.525124,0.746989,0.748094,0.725612,0.430755,0.586626,0.590512,0.546272,0.57168,0.550424,0.589584,0.647955,0.448009,0.44748,0.416779,0.364588,0.079124,0.061713,0.063746,0.043572,0.241075,0.089667,0.093096,0.097396
0.518616,0.740561,0.741569,0.719098,0.440267,0.599631,0.603363,0.559029,0.571646,0.550451,0.58963,0.648009,0.448513,0.447008,0.41627,0.364168,0.079315,0.061681,0.063629,0.043521,0.235316,0.087772,0.091443,0.094922
0.511883,0.733877,0.734799,0.71233,0.450294,0.61324,0.616804,0.572372,0.571597,0.550475,0.589676,0.648058,0.448998,0.446457,0.415691,0.363691,0.079513,0.061651,0.063518,0.043467,0.229284,0.08586,0.089782,0.092394
0.504967,0.726979,0.727826,0.705351,0.460798,0.62738,0.63076,0.586224,0.571533,0.550499,0.589721,0.648104,0.449454,0.445823,0.415036,0.363152,0.079715,0.061622,0.063413,0.043412,0.223015,0.08396,0.088136,0.089837
0.497903,0.719909,0.720692,0.698201,0.471738,0.64198,0.645156,0.600512,0.571457,0.550524,0.589765,0.648146,0.449875,0.445105,0.414304,0.362552,0.079924,0.061594,0.063315,0.043355,0.216548,0.082099,0.086532,0.08728
0.490723,0.712703,0.713433,0.690918,0.483079,0.65697,0.659925,0.615167,0.571369,0.550549,0.589809,0.648184,0.450255,0.444301,0.413493,0.361888,0.080137,0.061564,0.063223,0.043297,0.20992,0.080305,0.084994,0.084748
0.483456,0.705395,0.70608,0.683535,0.494787,0.672288,0.675001,0.630126,0.571271,0.550576,0.589853,0.648219,0.450592,0.443413,0.412604,0.361162,0.080354,0.061533,0.063137,0.043239,0.20317,0.078604,0.083547,0.082269
