FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
97.434578,-13.278117,-31.377695,4.599285,684.401672,18.019005
98.123672,-13.73306,-31.448368,4.031501,685.103027,19.47868
98.734337,-14.141545,-31.526222,3.437723,685.674866,21.140556
99.271049,-14.507724,-31.610197,2.819928,686.120422,22.995535
99.738007,-14.835507,-31.699276,2.180096,686.442566,25.034945
100.139229,-15.128632,-31.792482,1.520217,686.644104,27.250406
100.478638,-15.390747,-31.888878,0.842297,686.727722,29.633631
100.760117,-15.625489,-31.987564,0.148363,686.696594,32.176266
100.987572,-15.836475,-32.087662,-0.559534,686.554077,34.869869
101.164795,-16.027224,-32.188324,-1.279325,686.303101,37.70607
101.29541,-16.201027,-32.288715,-2.008943,685.94696,40.676807
101.382744,-16.360863,-32.388035,-2.74633,685.488464,43.774483
101.429855,-16.509388,-32.4855,-3.489444,684.92981,46.992035
101.439613,-16.648998,-32.580364,-4.23626,684.273499,50.322765
101.41481,-16.78196,-32.671917,-4.984774,683.521912,53.760124
101.358223,-16.910471,-32.759476,-5.733004,682.677307,57.297569
101.272652,-17.036713,-32.842388,-6.47901,681.742554,60.92852
101.160797,-17.162764,-32.920036,-7.220912,680.720215,64.646523
101.0252,-17.29048,-32.991825,-7.956925,679.612854,68.445473
100.868111,-17.421427,-33.05719,-8.685363,678.422668,72.31974
100.691544,-17.556871,-33.115593,-9.404651,677.151367,76.264229
100.497314,-17.697845,-33.166527,-10.113314,675.800903,80.2742
100.287216,-17.845291,-33.209503,-10.809958,674.372925,84.344986
100.063011,-18.000135,-33.244049,-11.493245,672.869141,88.471924
99.82653,-18.163332,-33.269688,-12.161893,671.291809,92.650253
99.579491,-18.335794,-33.28598,-12.814671,669.642944,96.875328
99.323494,-18.518293,-33.292511,-13.450406,667.924377,101.142769
99.059868,-18.71139,-33.288879,-14.067998,666.137817,105.448654
98.789734,-18.915411,-33.274742,-14.66639,664.284363,109.78952
98.514046,-19.13055,-33.249771,-15.244566,662.365173,114.162163
98.233734,-19.356964,-33.213665,-15.801528,660.381409,118.563446
97.94976,-19.594862,-33.166164,-16.336292,658.334412,122.990067
97.663109,-19.844519,-33.10701,-16.84787,656.225647,127.438644
97.374763,-20.106213,-33.035976,-17.335304,654.056519,131.905807
97.085526,-20.380116,-32.952831,-17.797646,651.82843,136.388367
96.796051,-20.666237,-32.857376,-18.233992,649.542358,140.883606
96.506752,-20.964426,-32.749428,-18.643475,647.198914,145.389099
96.217949,-21.274439,-32.628815,-19.025253,644.798767,149.902695
95.929947,-21.59605,-32.495415,-19.378492,642.342468,154.422165
95.643127,-21.92914,-32.349098,-19.702372,639.83075,158.945114
95.357895,-22.273664,-32.189777,-19.996069,637.264587,163.468933
95.074654,-22.629589,-32.017376,-20.258801,634.64502,167.991058
94.793686,-22.99678,-31.831837,-20.489845,631.972839,172.509018
94.515083,-23.374929,-31.633141,-20.688555,629.248596,177.020798
94.23877,-23.763573,-31.421282,-20.854359,626.472595,181.524597
93.964569,-24.162172,-31.196285,-20.986767,623.644836,186.018814
93.692368,-24.570253,-30.958183,-21.08534,620.765686,190.501831
93.422104,-24.987448,-30.707029,-21.149696,617.835449,194.971649
93.153816,-25.413494,-30.442886,-21.179497,614.854858,199.426208
92.887527,-25.848127,-30.165819,-21.174469,611.824463,203.863266
92.623146,-26.290985,-29.875921,-21.134422,608.744812,208.280838
92.360413,-26.741516,-29.573303,-21.059254,605.61615,212.677292
92.0989,-27.199022,-29.258104,-20.94895,602.438416,217.051315
91.838135,-27.662743,-28.930481,-20.803581,599.211487,221.401718
91.577721,-28.13199,-28.590609,-20.623285,595.935486,225.72731
91.317337,-28.606226,-28.23868,-20.408262,592.610474,230.026581
91.056778,-29.085047,-27.874891,-20.158772,589.237,234.297867
90.79586,-29.568079,-27.499453,-19.875135,585.815674,238.539429
90.534302,-30.054863,-27.112581,-19.557756,582.346741,242.749725
90.271629,-30.544775,-26.714508,-19.207117,578.830322,246.927628
90.007263,-31.037039,-26.305485,-18.823782,575.266235,251.072266
89.74057,-31.53084,-25.885765,-18.408369,571.654541,255.182983
89.470963,-32.025452,-25.455616,-17.961555,567.994995,259.258942
89.198006,-32.520321,-25.01532,-17.484056,564.287781,263.299164
88.921371,-33.015064,-24.565151,-16.976622,560.533569,267.302399
88.640755,-33.509365,-24.105406,-16.440042,556.732727,271.267456
88.355766,-34.002846,-23.636377,-15.875175,552.88562,275.193176
88.065842,-34.494984,-23.158384,-15.28294,548.992615,279.078949
87.770355,-34.985119,-22.671757,-14.664332,545.053406,282.924561
87.46859,-35.472557,-22.176844,-14.020385,541.068115,286.729675
87.159973,-35.956692,-21.673994,-13.352164,537.036743,290.494141
