L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.716561,0.915363,0.919463,0.882802,1.220996,1.427363,1.426743,1.405997,0.586526,0.55904,0.604005,0.650948,0.452902,0.465685,0.428016,0.375232,0.118706,0.053584,0.054348,0.036318,0.071282,0.093278,0.099553,0.068916
0.714335,0.912685,0.916728,0.880097,1.219031,1.42577,1.42515,1.404181,0.587142,0.559424,0.604329,0.65136,0.453432,0.466357,0.428624,0.375921,0.119856,0.053674,0.05444,0.036595,0.07164,0.091053,0.097307,0.06707
0.711947,0.909775,0.913772,0.877155,1.2169,1.424006,1.423395,1.402178,0.587748,0.559778,0.604626,0.651735,0.453948,0.467014,0.429226,0.376588,0.121127,0.053752,0.054508,0.036852,0.072019,0.088705,0.094958,0.065143
0.709415,0.906642,0.910604,0.873985,1.214606,1.422064,1.421476,1.399982,0.588333,0.560089,0.604886,0.652059,0.454437,0.467639,0.429807,0.377215,0.122527,0.053815,0.054546,0.037083,0.072416,0.08626,0.092535,0.063159
0.706765,0.903301,0.907242,0.870602,1.212153,1.419942,1.419389,1.397594,0.588888,0.560346,0.6051,0.652322,0.454889,0.468217,0.430354,0.377786,0.124061,0.05386,0.05455,0.037282,0.072827,0.08375,0.090071,0.061149
0.704029,0.899773,0.903709,0.867025,1.209547,1.417642,1.417135,1.395018,0.589408,0.560545,0.605265,0.652517,0.455297,0.468738,0.430858,0.378288,0.125732,0.053888,0.054519,0.037446,0.073246,0.081214,0.0876,0.059144
0.701243,0.896085,0.900032,0.863281,1.206794,1.41517,1.414715,1.392264,0.589895,0.560687,0.605381,0.652643,0.455657,0.469196,0.431311,0.378716,0.127546,0.053898,0.054453,0.037575,0.073666,0.078692,0.085159,0.057178
0.698447,0.892269,0.896241,0.859399,1.203901,1.412532,1.412135,1.389344,0.590354,0.560778,0.605454,0.652706,0.455969,0.46959,0.431709,0.379068,0.129506,0.053893,0.054357,0.037674,0.074081,0.076227,0.082782,0.055284
0.69568,0.888354,0.892363,0.85541,1.200875,1.40974,1.4094,1.386271,0.590792,0.560823,0.605489,0.652713,0.456233,0.469924,0.432054,0.379345,0.131616,0.053877,0.054236,0.037751,0.074484,0.073858,0.080502,0.053492
0.692981,0.884372,0.888429,0.851345,1.197722,1.406801,1.406516,1.383058,0.591216,0.560832,0.605493,0.652675,0.456454,0.470203,0.432347,0.379553,0.133882,0.053854,0.054095,0.037815,0.074869,0.071617,0.078345,0.051825
0.690383,0.880347,0.884461,0.847234,1.194449,1.403725,1.40349,1.379718,0.591631,0.560809,0.605474,0.652603,0.456634,0.470433,0.432593,0.379698,0.136307,0.053828,0.053942,0.037878,0.075234,0.06953,0.076333,0.050305
0.68792,0.876305,0.880484,0.843104,1.191063,1.400521,1.40033,1.376262,0.592042,0.560762,0.605437,0.652509,0.456779,0.470622,0.432797,0.379788,0.138897,0.053805,0.053782,0.037953,0.075573,0.067618,0.074485,0.048943
0.685618,0.872268,0.876517,0.83898,1.187571,1.397199,1.397045,1.372702,0.592452,0.560696,0.605387,0.652404,0.456892,0.470778,0.432965,0.379833,0.141656,0.053789,0.053622,0.038052,0.075884,0.065894,0.07281,0.047748
0.683505,0.868254,0.872577,0.834882,1.183982,1.393767,1.393642,1.369046,0.592863,0.560615,0.60533,0.652296,0.45698,0.470904,0.433103,0.379839,0.144588,0.053788,0.053471,0.038188,0.076167,0.064363,0.071315,0.046717
0.681603,0.864279,0.868679,0.830826,1.180304,1.390237,1.390131,1.365306,0.593276,0.560525,0.60527,0.652192,0.457046,0.471004,0.433212,0.379814,0.147698,0.053809,0.053336,0.038372,0.076422,0.063026,0.069999,0.045847
0.679932,0.860359,0.864835,0.826826,1.176547,1.386616,1.386523,1.36149,0.59369,0.560429,0.605209,0.652097,0.457094,0.47108,0.433296,0.379764,0.15099,0.05386,0.053226,0.038615,0.076649,0.061875,0.068855,0.045126
0.678508,0.856506,0.861056,0.822893,1.172719,1.382915,1.382826,1.357608,0.594106,0.560332,0.605153,0.652014,0.457127,0.471135,0.433355,0.379694,0.154465,0.053952,0.053151,0.03893,0.076849,0.060901,0.067875,0.04454
0.677346,0.852732,0.857351,0.819033,1.16883,1.379143,1.379052,1.353669,0.594521,0.560237,0.605103,0.651946,0.457148,0.471169,0.433394,0.37961,0.158126,0.054094,0.053121,0.039328,0.077025,0.060086,0.067043,0.044072
0.676458,0.849047,0.853728,0.815255,1.164889,1.375308,1.37521,1.349682,0.594933,0.560149,0.605063,0.651892,0.457158,0.471185,0.433414,0.379515,0.161973,0.054299,0.053148,0.039823,0.07718,0.059413,0.066345,0.043708
0.675854,0.845462,0.850194,0.811562,1.160904,1.371417,1.37131,1.345655,0.595338,0.560073,0.605035,0.651854,0.45716,0.471186,0.433419,0.379415,0.166004,0.054578,0.053243,0.040425,0.077316,0.058862,0.065762,0.04343
0.675539,0.841985,0.846755,0.807959,1.156884,1.36748,1.367361,1.341595,0.595734,0.560013,0.60502,0.651831,0.457158,0.471174,0.433412,0.379311,0.170218,0.054946,0.053419,0.041149,0.077435,0.058414,0.065279,0.043224
0.67552,0.838627,0.843418,0.804449,1.152835,1.363503,1.363372,1.337509,0.596116,0.559972,0.60502,0.65182,0.457153,0.471152,0.433397,0.379208,0.174608,0.055412,0.053687,0.042008,0.077539,0.058049,0.064879,0.043075
0.675799,0.835395,0.840185,0.801035,1.148765,1.359494,1.359351,1.333402,0.596479,0.559954,0.605035,0.651821,0.45715,0.471124,0.433377,0.379108,0.179168,0.05599,0.054061,0.043013,0.077632,0.057751,0.064546,0.042972
0.676379,0.832297,0.837063,0.797719,1.144681,1.355461,1.355305,1.329279,0.596818,0.559962,0.605067,0.651829,0.45715,0.471095,0.433355,0.379014,0.183889,0.056689,0.054549,0.044177,0.077715,0.057505,0.064266,0.042903
0.677261,0.829341,0.834054,0.794504,1.140586,1.351411,1.35124,1.325145,0.597127,0.559996,0.605116,0.651842,0.457156,0.471067,0.433334,0.378928,0.18876,0.057515,0.055162,0.04551,0.07779,0.057298,0.064028,0.04286
0.678446,0.826532,0.831163,0.79139,1.136485,1.347349,1.347162,1.321001,0.597399,0.560059,0.605182,0.651855,0.45717,0.471044,0.433317,0.378852,0.193768,0.058474,0.055906,0.047019,0.077859,0.057119,0.06382,0.042835
0.679935,0.823877,0.828392,0.788382,1.13238,1.34328,1.343075,1.316852,0.597629,0.56015,0.605266,0.651863,0.457193,0.471029,0.433306,0.378787,0.198899,0.059568,0.056786,0.048712,0.077922,0.05696,0.063635,0.042822
0.681727,0.821378,0.825747,0.78548,1.128275,1.339207,1.338982,1.312698,0.597807,0.560269,0.605368,0.651861,0.457225,0.471023,0.433302,0.378733,0.204136,0.060795,0.057801,0.050591,0.077981,0.056815,0.063465,0.042817
0.683823,0.819043,0.82323,0.78269,1.12417,1.335134,1.334886,1.30854,0.597927,0.560415,0.605489,0.651843,0.457265,0.471027,0.433307,0.37869,0.209458,0.06215,0.05895,0.052656,0.078037,0.056678,0.063307,0.042815
0.68622,0.816877,0.820846,0.780015,1.120066,1.33106,1.330787,1.304379,0.59798,0.560588,0.605631,0.651803,0.457312,0.471039,0.433321,0.378658,0.214845,0.063626,0.060228,0.054905,0.07809,0.056546,0.063156,0.042814
0.688918,0.814887,0.818603,0.777462,1.115962,1.326988,1.326688,1.300216,0.59796,0.560787,0.605794,0.651738,0.457364,0.47106,0.433342,0.378635,0.220273,0.065212,0.061628,0.057329,0.078141,0.056418,0.06301,0.042812
