FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
-13.973536,44.710262,36.524025,95.076424,51.947819,417.495361
-13.790048,43.927296,36.088383,94.206856,51.527,418.343964
-13.589003,43.040485,35.604214,93.262863,51.026329,419.331085
-13.37196,42.059261,35.075672,92.25106,50.452019,420.444519
-13.140431,40.992691,34.506763,91.177734,49.81007,421.672729
-12.895867,39.849373,33.901318,90.048889,49.106224,423.004669
-12.639646,38.637527,33.262993,88.870224,48.345974,424.429901
-12.373056,37.364948,32.595261,87.647232,47.534554,425.938446
-12.097315,36.039124,31.901443,86.385147,46.677002,427.520782
-11.813578,34.667171,31.18471,85.089005,45.778149,429.167786
-11.522953,33.255886,30.44805,83.76355,44.842644,430.870911
-11.226503,31.811676,29.69429,82.413269,43.874908,432.621979
-10.925236,30.340605,28.926086,81.042427,42.879108,434.413483
-10.620111,28.848417,28.14596,79.655083,41.859177,436.238129
-10.312043,27.340551,27.356331,78.255104,40.818851,438.089111
-10.001901,25.822121,26.559509,76.846107,39.761681,439.9599
-9.690498,24.297915,25.757685,75.431458,38.691055,441.844635
-9.378587,22.772392,24.952913,74.014336,37.610161,443.73761
-9.066847,21.249746,24.147121,72.597725,36.521984,445.633545
-8.755908,19.733913,23.342133,71.184464,35.429329,447.527496
-8.44636,18.228594,22.539652,69.777206,34.334824,449.414948
-8.138777,16.737228,21.741268,68.378395,33.240952,451.291595
-7.833699,15.262984,20.948431,66.990295,32.150017,453.153503
-7.531625,13.808764,20.162453,65.615005,31.064159,454.997101
-7.232998,12.377228,19.384548,64.254471,29.985352,456.819153
-6.938219,10.97083,18.615849,62.910522,28.915455,458.616394
-6.647656,9.591822,17.857414,61.584816,27.856203,460.386169
-6.361653,8.242245,17.110222,60.278835,26.809206,462.125885
-6.080521,6.923931,16.37516,58.993904,25.775928,463.833313
-5.804538,5.63853,15.653028,57.731239,24.757671,465.506439
-5.53395,4.387526,14.944558,56.491962,23.75561,467.143463
-5.268981,3.172245,14.250422,55.277096,22.77083,468.742676
-5.009844,1.993853,13.571214,54.087532,21.804331,470.302734
-4.75673,0.853331,12.907434,52.924026,20.857012,471.822296
-4.509791,-0.248505,12.259481,51.787231,19.929672,473.300415
-4.269148,-1.310981,11.627686,50.6777,19.022991,474.736206
-4.034893,-2.333537,11.012316,49.59594,18.137564,476.128967
-3.807109,-3.315725,10.413613,48.542339,17.273924,477.477997
-3.585874,-4.257218,9.831769,47.517185,16.432533,478.782928
-3.371245,-5.157816,9.266932,46.520649,15.613754,480.043518
-3.163247,-6.017427,8.719204,45.552849,14.817859,481.259521
-2.961879,-6.83604,8.188663,44.613873,14.045036,482.430878
-2.767123,-7.613714,7.675371,43.70377,13.295439,483.557648
-2.578957,-8.350593,7.179356,42.82251,12.569185,484.639862
-2.397356,-9.04692,6.700594,41.969997,11.866343,485.677887
-2.222285,-9.703038,6.239003,41.146061,11.1869,486.672028
-2.053689,-10.319356,5.794441,40.350487,10.53077,487.622742
-1.891501,-10.896337,5.366738,39.58305,9.897826,488.530487
-1.735655,-11.434483,4.955702,38.843483,9.287927,489.395752
