L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.420893,0.509783,0.515394,0.477377,1.066727,1.257232,1.262628,1.231393,0.569403,0.579795,0.621111,0.661606,0.436542,0.452556,0.420345,0.37613,0.207556,0.047438,0.053822,0.058558,0.06566,0.069413,0.077113,0.050888
0.423602,0.506296,0.512047,0.473882,1.061383,1.25227,1.25768,1.226142,0.569354,0.579825,0.621111,0.661444,0.436378,0.452297,0.420022,0.375845,0.211957,0.048937,0.054984,0.061187,0.066077,0.068139,0.075567,0.050031
0.426625,0.502799,0.508681,0.470375,1.055647,1.246912,1.252333,1.220489,0.569275,0.579853,0.621113,0.661239,0.436222,0.452032,0.419694,0.375551,0.216597,0.050598,0.056304,0.064072,0.066496,0.066869,0.074021,0.049187
0.429979,0.499384,0.505383,0.466946,1.049544,1.241171,1.246599,1.214452,0.569162,0.579877,0.621116,0.660985,0.43608,0.451768,0.41937,0.375254,0.221431,0.052426,0.057793,0.067209,0.066909,0.065634,0.072508,0.048377
0.433666,0.496146,0.502247,0.463693,1.043106,1.235074,1.240503,1.208062,0.569005,0.5799,0.621121,0.660682,0.435958,0.451512,0.419057,0.37496,0.226404,0.054418,0.059455,0.070584,0.067308,0.064457,0.071058,0.047619
0.437683,0.493186,0.49937,0.460715,1.036371,1.228652,1.234076,1.201355,0.5688,0.579922,0.621129,0.66033,0.43586,0.451268,0.41876,0.374677,0.231456,0.056565,0.061291,0.074172,0.067687,0.063355,0.069692,0.046925
0.442013,0.490602,0.496851,0.458112,1.029381,1.221942,1.227355,1.194372,0.568539,0.579945,0.621142,0.659936,0.435793,0.451044,0.418487,0.374409,0.236524,0.058854,0.063293,0.077938,0.068043,0.062338,0.068423,0.046303
0.446636,0.488487,0.494785,0.455981,1.022175,1.214982,1.220378,1.187154,0.568216,0.579972,0.621161,0.659508,0.435757,0.450844,0.418243,0.374164,0.241546,0.061267,0.065451,0.081842,0.068374,0.061408,0.067258,0.045756
0.451522,0.48693,0.493264,0.454412,1.014792,1.207811,1.213185,1.179741,0.567827,0.580006,0.621186,0.659055,0.435756,0.450672,0.418033,0.373944,0.246463,0.063782,0.067748,0.085834,0.068681,0.060566,0.066199,0.045284
0.456637,0.486015,0.492375,0.45349,1.007268,1.200467,1.205814,1.172171,0.56737,0.580047,0.621218,0.658592,0.435786,0.450533,0.417861,0.373754,0.25122,0.066371,0.070163,0.089864,0.068965,0.059806,0.065243,0.044884
