L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.645416,0.768662,0.777651,0.729675,0.766323,0.971866,0.982936,0.938878,0.549854,0.55451,0.605693,0.645707,0.423838,0.440649,0.395939,0.343835,0.250986,0.091482,0.099269,0.101593,0.076843,0.052376,0.058501,0.040673
0.650209,0.776179,0.785013,0.737319,0.763261,0.968788,0.979831,0.935762,0.550214,0.554168,0.605437,0.645631,0.423837,0.440715,0.395942,0.343885,0.247336,0.090176,0.09796,0.099504,0.076918,0.052369,0.058439,0.040658
0.655395,0.78424,0.792924,0.745523,0.75999,0.965505,0.976519,0.932436,0.550605,0.55384,0.605189,0.645569,0.423843,0.44078,0.395944,0.343933,0.2434,0.088767,0.096563,0.097272,0.076999,0.052358,0.058375,0.040642
0.660961,0.792809,0.801352,0.754253,0.756528,0.962035,0.973019,0.928921,0.551026,0.553539,0.604959,0.645527,0.423855,0.440841,0.395945,0.343976,0.239191,0.087261,0.095087,0.094911,0.077083,0.052342,0.058308,0.040626
0.66689,0.801842,0.810255,0.763462,0.752898,0.958401,0.969353,0.925238,0.551479,0.553276,0.604757,0.645515,0.423874,0.440898,0.395945,0.344015,0.234726,0.085668,0.093544,0.092437,0.07717,0.052321,0.05824,0.040611
0.67316,0.811289,0.819584,0.773101,0.749125,0.954625,0.965545,0.921414,0.551964,0.553063,0.604591,0.64554,0.423902,0.440948,0.395945,0.344051,0.23003,0.083999,0.091945,0.089869,0.077259,0.052294,0.058171,0.040596
0.679745,0.821099,0.829288,0.783116,0.745231,0.950731,0.96162,0.917473,0.552486,0.552909,0.604472,0.645611,0.423937,0.440993,0.395943,0.344085,0.225127,0.082271,0.090306,0.08723,0.07735,0.05226,0.058101,0.040581
0.686619,0.831223,0.839316,0.793454,0.741242,0.946741,0.957599,0.913438,0.553046,0.552823,0.604407,0.645737,0.42398,0.441029,0.395942,0.344118,0.220046,0.080498,0.088641,0.08454,0.077443,0.05222,0.058031,0.040568
0.693756,0.841613,0.849618,0.804067,0.737179,0.942675,0.953505,0.909331,0.553648,0.552812,0.604405,0.645924,0.424028,0.441059,0.395939,0.34415,0.214812,0.078698,0.086963,0.081821,0.077535,0.052175,0.05796,0.040555
0.701129,0.852225,0.860148,0.814908,0.73306,0.938551,0.949355,0.90517,0.554294,0.552881,0.604472,0.646176,0.424081,0.441081,0.395936,0.344182,0.209453,0.076888,0.085289,0.079094,0.077626,0.052125,0.057888,0.040542
0.708713,0.863021,0.870863,0.825938,0.728903,0.934385,0.945165,0.90097,0.554987,0.553033,0.604611,0.646496,0.424138,0.441095,0.395933,0.34421,0.203994,0.075084,0.083631,0.076378,0.077712,0.052069,0.057816,0.040529
0.716486,0.873964,0.881726,0.837121,0.724719,0.930188,0.940949,0.896743,0.555729,0.553271,0.604826,0.646885,0.424198,0.441103,0.39593,0.344235,0.198461,0.073304,0.082005,0.073694,0.077793,0.05201,0.057745,0.040516
0.724432,0.885024,0.892704,0.848429,0.720518,0.925972,0.936716,0.892499,0.556525,0.553593,0.605117,0.647343,0.424263,0.441103,0.395925,0.344256,0.192879,0.071564,0.080426,0.071061,0.077866,0.051946,0.057674,0.040503
0.732537,0.896174,0.903769,0.859836,0.716307,0.921745,0.932476,0.888244,0.557381,0.553998,0.605484,0.64787,0.424333,0.441097,0.395921,0.344273,0.187271,0.069878,0.078908,0.068497,0.077932,0.05188,0.057603,0.040489
0.74079,0.907391,0.914896,0.871321,0.712089,0.917511,0.928233,0.883985,0.558302,0.554484,0.605926,0.648466,0.424407,0.441084,0.395916,0.344284,0.181661,0.068262,0.077466,0.06602,0.077991,0.05181,0.057533,0.040475
0.749184,0.918655,0.926066,0.882869,0.707867,0.913275,0.923993,0.879723,0.559289,0.555047,0.60644,0.649129,0.424487,0.441065,0.395911,0.344291,0.176069,0.066727,0.076113,0.063647,0.078047,0.051737,0.057463,0.040461
0.757713,0.929948,0.937262,0.894464,0.703643,0.909039,0.919757,0.875462,0.56034,0.555682,0.607023,0.649856,0.424569,0.44104,0.395905,0.344294,0.170516,0.065285,0.074864,0.061393,0.078102,0.051661,0.057394,0.040447
0.766372,0.941257,0.948472,0.906096,0.699418,0.904803,0.915526,0.871203,0.561454,0.556385,0.607671,0.650646,0.424652,0.44101,0.395899,0.344293,0.165019,0.063949,0.073732,0.059275,0.078159,0.051582,0.057326,0.040433
0.775157,0.952568,0.959684,0.917754,0.695194,0.900567,0.911302,0.866947,0.562629,0.557151,0.608379,0.651496,0.424736,0.440976,0.395893,0.344288,0.159596,0.06273,0.072731,0.057306,0.07822,0.051499,0.057258,0.040418
0.784063,0.963871,0.970889,0.929429,0.690971,0.89633,0.907082,0.862695,0.56386,0.557975,0.609143,0.652401,0.42482,0.440939,0.395887,0.344282,0.154262,0.06164,0.071873,0.0555,0.078287,0.051413,0.05719,0.040403
0.793081,0.975158,0.982077,0.941112,0.686751,0.892093,0.902867,0.858447,0.565146,0.558853,0.609958,0.653358,0.424903,0.4409,0.395881,0.344274,0.149032,0.06069,0.07117,0.053871,0.078361,0.051323,0.057121,0.040388
0.802206,0.98642,0.993241,0.952795,0.682536,0.887856,0.898655,0.854203,0.566484,0.559778,0.610819,0.654365,0.424984,0.44086,0.395875,0.344265,0.14392,0.059892,0.070634,0.052432,0.078444,0.05123,0.057051,0.040373
0.811429,0.997651,1.004371,0.96447,0.678327,0.88362,0.894447,0.849965,0.567868,0.560748,0.611722,0.655418,0.425064,0.440822,0.395869,0.344256,0.138938,0.059257,0.070274,0.051195,0.078535,0.051135,0.05698,0.040357
