FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
0,78.229446,0,11.148033,0,682.085571
0,78.487503,0,11.457043,0,681.843994
0,78.752808,0,11.7925,0,681.577454
0,79.025505,0,12.151758,0,681.284607
0,79.305649,0,12.532236,0,680.963989
0,79.593292,0,12.931438,0,680.61438
0,79.888428,0,13.346969,0,680.234375
0,80.191025,0,13.776546,0,679.822754
0,80.501068,0,14.217975,0,679.378174
0,80.818443,0,14.669151,0,678.899475
0,81.143044,0,15.128056,0,678.385254
0,81.474701,0,15.592765,0,677.834534
0,81.813225,0,16.061474,0,677.246277
0,82.158447,0,16.532465,0,676.619141
0,82.510132,0,17.004089,0,675.952148
0,82.86805,0,17.474754,0,675.244263
25.56974,83.231903,-34.956039,17.942928,0.686437,674.494446
25.101671,83.601379,-33.765762,18.407167,2.529909,673.701721
24.625185,83.976181,-32.571354,18.866117,4.449276,672.865051
24.140993,84.35598,-31.375151,19.31851,6.444821,671.983582
23.649696,84.740448,-30.179329,19.763124,8.516801,671.056396
23.151775,85.129219,-28.985928,20.198818,10.665442,670.082458
22.64761,85.521927,-27.796822,20.624527,12.890939,669.061096
22.137426,85.918159,-26.613712,21.039299,15.193466,667.991394
21.621346,86.317551,-25.438171,21.442263,17.573141,666.872437
21.09939,86.719704,-24.271658,21.832598,20.030001,665.703491
20.571507,87.124199,-23.115522,22.20953,22.563976,664.483765
20.037554,87.530594,-21.970987,22.572313,25.174892,663.212341
19.497284,87.938446,-20.839148,22.920279,27.862492,661.888733
18.950329,88.347313,-19.720974,23.252821,30.626438,660.512085
18.396196,88.756752,-18.617353,23.569407,33.466274,659.081665
17.834299,89.166351,-17.529106,23.869518,36.381405,657.59668
17.263969,89.57563,-16.456968,24.1527,39.371056,656.056519
16.684456,89.984131,-15.40156,24.418543,42.434265,654.460449
16.094921,90.391388,-14.363394,24.666727,45.569908,652.8078
15.494442,90.796928,-13.3429,24.896994,48.776665,651.098022
14.882048,91.200287,-12.340466,25.109131,52.05304,649.330322
14.256721,91.60096,-11.35646,25.302938,55.397343,647.50415
13.617409,91.998459,-10.391212,25.478254,58.807774,645.618835
12.963017,92.392288,-9.444995,25.634949,62.282486,643.67395
12.292434,92.781921,-8.518019,25.772972,65.819588,641.668762
11.604593,93.166901,-7.610449,25.89229,69.417183,639.602661
10.898553,93.546715,-6.722422,25.992907,73.073288,637.475159
10.173562,93.920868,-5.854042,26.074821,76.785866,635.285583
9.429059,94.288849,-5.005376,26.138075,80.552902,633.033508
8.664642,94.650131,-4.176455,26.182755,84.372437,630.718445
7.880025,95.004189,-3.3673,26.209003,88.242607,628.339722
7.075026,95.350487,-2.577965,26.216988,92.161621,625.897095
6.249565,95.688515,-1.80855,26.206879,96.127769,623.389832
5.403674,96.017738,-1.059191,26.178856,100.13942,620.817688
4.537504,96.337631,-0.330038,26.133142,104.195068,618.180115
3.651327,96.647705,0.378747,26.069988,108.293365,615.476746
2.745561,96.947441,1.066985,25.989672,112.433083,612.707336
1.820775,97.236328,1.734467,25.892473,116.613068,609.871277
0.877685,97.513824,2.380967,25.778667,120.832245,606.968445
-0.082902,97.779381,3.00626,25.64855,125.089607,603.998413
-1.060149,98.032471,3.610121,25.502441,129.384247,600.960876
-2.053243,98.272568,4.192308,25.340702,133.715454,597.855713
-3.061407,98.499184,4.752531,25.163696,138.082474,594.682739
-4.083886,98.711823,5.290438,24.971792,142.484741,591.441528
-5.119927,98.910004,5.805647,24.76536,146.92157,588.132141
-6.168767,99.093231,6.297776,24.544788,151.392426,584.754395
-7.229635,99.260994,6.766453,24.31049,155.896637,581.308289
-8.30175,99.412827,7.211315,24.062897,160.433685,577.793823
-9.384331,99.548225,7.631992,23.802427,165.003052,574.210815
-10.47661,99.666664,8.02812,23.529495,169.604141,570.559448
-11.577876,99.767685,8.399362,23.244518,174.236389,566.839783
-12.687493,99.8508,8.74542,22.947941,178.89917,563.05188
-13.80492,99.915573,9.066008,22.640221,183.591904,559.196045
-14.929678,99.961594,9.360821,22.321815,188.313873,555.272461
-16.061308,99.988449,9.62953,21.993168,193.064468,551.281433
-17.199333,99.995728,9.871799,21.654707,197.84288,547.223022
-18.343271,99.983032,10.087327,21.306883,202.648346,543.097778
-19.492617,99.949951,10.275846,20.950159,207.47998,538.906067
-20.64687,99.896103,10.437104,20.585009,212.336914,534.648438
-21.805544,99.821106,10.570857,20.211901,217.218216,530.325317
-22.968161,99.724602,10.676872,19.831308,222.12291,525.937195
-24.134266,99.606232,10.754954,19.443714,227.049927,521.484619
-25.30345,99.46566,10.804948,19.049635,231.998154,516.968445
-26.47533,99.302589,10.826715,18.649582,236.9664,512.389343
-27.649532,99.11673,10.820117,18.244068,241.953476,507.748077
-28.82564,98.907814,10.784995,17.833586,246.958054,503.045319
-30.003202,98.67556,10.7212,17.418617,251.978851,498.282104
-31.181726,98.419739,10.628611,16.999659,257.014465,493.459351
-32.360725,98.140068,10.50715,16.577202,262.063416,488.578094
-33.53973,97.836319,10.356753,16.151739,267.124329,483.639374
-34.718288,97.508339,10.177377,15.723756,272.195496,478.644287
-35.895943,97.15593,9.96899,15.293735,277.275421,473.594025
-37.072247,96.778954,9.731616,14.862164,282.362366,468.489899
-38.246765,96.377281,9.465322,14.429541,287.454651,463.33316
-39.419094,95.950844,9.170224,13.996366,292.550629,458.125214
-40.588814,95.499588,8.84645,13.563129,297.648499,452.867523
-41.755478,95.023453,8.494145,13.130294,302.74646,447.561493
-42.918621,94.522408,8.113494,12.698309,307.842651,442.20874
-44.077736,93.996445,7.704732,12.26761,312.935272,436.810883
-45.232319,93.445564,7.268158,11.838632,318.022339,431.369598
-46.38192,92.86982,6.80412,11.411812,323.10199,425.886566
-47.526058,92.269287,6.313001,10.987586,328.17218,420.363586
-48.664291,91.644089,5.795228,10.566379,333.230927,414.802521
-49.796143,90.994392,5.251287,10.148622,338.276245,409.205322
-50.92115,90.320374,4.681735,9.73474,343.306,403.573914
-52.038849,89.622238,4.087186,9.325167,348.318146,397.910339
-53.148762,88.900215,3.468292,8.920321,353.310577,392.216644
-54.250347,88.154518,2.825733,8.520613,358.281128,386.494995
-55.343056,87.385429,2.160223,8.12643,363.22757,380.747498
-56.4263,86.593201,1.472536,7.738146,368.147736,374.976349
-57.499512,85.778168,0.763511,7.356129,373.039307,369.183868
-58.562191,84.940712,0.034045,6.98074,377.900177,363.372314
-59.613857,84.081223,-0.714933,6.612336,382.727905,357.544006
-60.65403,83.200165,-1.48247,6.251266,387.520294,351.701294
-61.682228,82.297981,-2.26758,5.897862,392.274872,345.846619
-62.697922,81.375168,-3.069226,5.552445,396.989349,339.982422
-63.700554,80.432198,-3.886324,5.215323,401.661285,334.111237
-64.689545,79.469597,-4.717768,4.88679,406.288422,328.235504
-65.664284,78.4879,-5.562455,4.567118,410.868347,322.357819
-66.624153,77.487663,-6.41928,4.256552,415.398773,316.480652
-67.568535,76.469482,-7.287113,3.955305,419.87735,310.606659
-68.496887,75.433998,-8.164773,3.663568,424.301819,304.738373
-69.408684,74.381889,-9.051043,3.381516,428.669983,298.878448
-70.303452,73.313904,-9.944691,3.109297,432.979767,293.029388
-71.180687,72.230782,-10.844491,2.847027,437.229034,287.193787
-72.039841,71.133278,-11.74921,2.59479,441.415771,281.374207
-72.880325,70.022163,-12.657602,2.352639,445.538086,275.573181
-73.701584,68.898209,-13.568407,2.120611,449.594238,269.793304
-74.503067,67.762215,-14.480381,1.898732,453.582428,264.037109
-75.284325,66.615005,-15.392321,1.687009,457.501099,258.307037
-76.044952,65.457474,-16.303064,1.485422,461.348694,252.605591
-76.784592,64.290497,-17.211475,1.293924,465.123901,246.935165
-77.502922,63.115025,-18.116417,1.112453,468.825378,241.298233
-78.199699,61.931984,-19.016758,0.940939,472.451996,235.697159
-78.874672,60.742325,-19.911406,0.779305,476.002838,230.134216
-79.527588,59.546974,-20.799309,0.627449,479.47702,224.611664
-80.158241,58.346848,-21.679464,0.48523,482.873749,219.131668
-80.76638,57.142838,-22.550903,0.352476,486.192352,213.696472
-81.35186,55.935844,-23.412682,0.229004,489.432343,208.308258
-81.914604,54.72678,-24.263891,0.114633,492.593414,202.969116
-82.454567,53.516575,-25.103712,0.009177,495.675262,197.681107
-82.971779,52.306145,-25.931391,-0.087563,498.677887,192.446167
-83.466293,51.096416,-26.746233,-0.175806,501.601349,187.266205
-83.938164,49.888283,-27.547577,-0.255776,504.44574,182.143066
-84.387466,48.682617,-28.33478,-0.327676,507.211304,177.078552
-84.814316,47.480274,-29.107225,-0.391701,509.89856,172.074356
-85.218864,46.282104,-29.864353,-0.448065,512.507874,167.132095
-85.601257,45.088947,-30.605663,-0.49701,515.039856,162.253326
-85.961685,43.901623,-31.330694,-0.538808,517.495239,157.439545
-86.300369,42.720936,-32.039013,-0.573736,519.874634,152.692108
-86.617546,41.547699,-32.730228,-0.602059,522.179138,148.01236
-86.913528,40.382725,-33.40398,-0.624045,524.409668,143.401474
-87.188644,39.226791,-34.059986,-0.639985,526.5672,138.86058
-87.443176,38.080654,-34.697998,-0.650186,528.652832,134.390747
-87.677422,36.945042,-35.317802,-0.654958,530.667786,129.993011
-87.891663,35.820614,-35.91917,-0.654583,532.612854,125.668312
-88.086189,34.708012,-36.501888,-0.649317,534.489624,121.417488
-88.261299,33.607849,-37.06575,-0.639417,536.299316,117.241257
-88.41732,32.520706,-37.610603,-0.625169,538.043213,113.140274
-88.554581,31.447126,-38.136307,-0.606882,539.722839,109.115135
-88.673447,30.387636,-38.642738,-0.584864,541.339294,105.166328
-88.774315,29.342756,-39.12978,-0.559414,542.894165,101.294319
-88.857559,28.312992,-39.597324,-0.530827,544.388855,97.499519
-88.923607,27.298809,-40.045296,-0.499414,545.824829,93.782242
-88.972801,26.300638,-40.473682,-0.465496,547.203491,90.142731
-89.005493,25.318844,-40.882465,-0.429382,548.526489,86.581146
-89.022049,24.353762,-41.271629,-0.391347,549.795166,83.097626
-89.022842,23.405703,-41.641136,-0.351624,551.011169,79.692207
-89.008308,22.474964,-41.99099,-0.310434,552.176025,76.364922
-88.978851,21.561825,-42.321209,-0.268013,553.291321,73.115623
-88.934898,20.666548,-42.631866,-0.224614,554.358643,69.944267
-88.876854,19.789362,-42.923038,-0.180483,555.379517,66.85067
-88.805107,18.930492,-43.194794,-0.135851,556.35553,63.834595
-88.72007,18.090139,-43.447216,-0.09094,557.288391,60.895741
-88.622116,17.268473,-43.680447,-0.045975,558.179688,58.03376
-88.51162,16.46563,-43.894669,-0.001199,559.030945,55.248222
-88.388969,15.681705,-44.090099,0.043157,559.843933,52.538658
-88.254501,14.916783,-44.266937,0.086903,560.620056,49.904591
-88.108589,14.170937,-44.425404,0.129902,561.361084,47.345478
-87.951622,13.44424,-44.565716,0.172035,562.06842,44.860733
-87.784012,12.736749,-44.68816,0.213178,562.743835,42.449699
-87.606102,12.048498,-44.793041,0.253206,563.388855,40.111713
-87.418243,11.379494,-44.880688,0.292,564.005066,37.846066
-87.220779,10.729727,-44.951431,0.329463,564.593994,35.651981
-87.014023,10.099172,-45.005611,0.365519,565.157104,33.528622
-86.798271,9.487784,-45.043621,0.400077,565.695984,31.475155
-86.573837,8.895498,-45.065884,0.433045,566.212036,29.490749
-86.340965,8.322227,-45.072868,0.46434,566.706482,27.574505
-86.099915,7.767873,-45.065052,0.493911,567.18103,25.725531
-85.850967,7.232343,-45.042881,0.521751,567.636841,23.942871
-85.594414,6.715543,-45.00684,0.547864,568.075134,22.225513
-85.330566,6.217361,-44.95742,0.572249,568.497375,20.572447
-85.059715,5.737667,-44.895168,0.594895,568.904663,18.982594
-84.782097,5.276289,-44.820629,0.615794,569.298096,17.454943
-84.497925,4.833038,-44.734333,0.634956,569.678894,15.988481
-84.207428,4.407713,-44.636822,0.652403,570.047974,14.582074
-83.910789,4.000087,-44.528656,0.66814,570.406433,13.23459
-83.608231,3.609907,-44.41045,0.682154,570.75531,11.944895
-83.29995,3.236908,-44.282818,0.694435,571.095398,10.711916
-82.986168,2.880809,-44.146362,0.705001,571.427612,9.534461
-82.667122,2.541321,-44.001659,0.713902,571.752625,8.411396
-82.343048,2.218157,-43.849289,0.721194,572.071289,7.34147
-82.014153,1.911013,-43.689838,0.72692,572.384216,6.323489
-81.680618,1.619542,-43.523926,0.731111,572.691956,5.356261
-81.342552,1.343366,-43.352161,0.733811,572.995239,4.438653
-81.000069,1.08207,-43.175152,0.735091,573.294373,3.569471
-80.653328,0.835232,-42.993458,0.735039,573.589844,2.747404
-80.302513,0.602422,-42.807678,0.733734,573.882141,1.9712
-79.947792,0.383211,-42.618431,0.731248,574.171509,1.239545
-79.589333,0.177178,-42.426338,0.72765,574.458252,0.551189
-79.227303,0,-42.231987,0,574.742615,0
-78.861839,0,-42.035915,0,575.024658,0
-78.493042,0,-41.838646,0,575.304565,0
-78.121056,0,-41.640697,0,575.58252,0
-77.745979,0,-41.4426,0,575.858459,0
-77.367882,0,-41.244862,0,576.132446,0
-76.986877,0,-41.047974,0,576.404358,0
-76.603134,0,-40.852375,0,576.674316,0
-76.216782,0,-40.658527,0,576.942139,0
-75.827972,0,-40.466888,0,577.207703,0
-75.436829,0,-40.277943,0,577.470947,0
-75.043388,0,-40.09211,0,577.731567,0
-74.647743,0,-39.909763,0,577.98938,0
-74.25,0,-39.731239,0,578.244141,0
-73.850212,0,-39.556862,0,578.495483,0
-73.448502,0,-39.386963,0,578.743286,0
-73.044975,0,-39.221828,0,578.987122,0
-72.639671,0,-39.061749,0,579.226563,0
-72.232712,0,-38.906956,0,579.461365,0
-71.824203,0,-38.757683,0,579.691162,0
-71.414207,0,-38.614178,0,579.915527,0
-71.002785,0,-38.476681,0,580.134155,0
-70.589981,0,-38.345402,0,580.346558,0
-70.175842,0,-38.220482,0,580.552368,0
-69.760429,0,-38.102039,0,580.751038,0
-69.343826,0,-37.990166,0,580.942139,0
-68.926109,0,-37.884956,0,581.125366,0
-68.507332,0,-37.786491,0,581.300232,0
-68.087563,0,-37.694809,0,581.466125,0
-67.666855,0,-37.609932,0,581.622803,0
-67.245285,0,-37.531879,0,581.769592,0
-66.822929,0,-37.46067,0,581.90625,0
-66.399796,0,-37.39637,0,582.032043,0
-65.975937,0,-37.338997,0,582.146545,0
-65.551346,0,-37.288528,0,582.249329,0
-65.126114,0,-37.244907,0,582.339722,0
-64.700287,0,-37.208069,0,582.41748,0
-64.273926,0,-37.17794,0,582.482056,0
-63.847073,0,-37.154446,0,582.532898,0
-63.419754,0,-37.137482,0,582.569763,0
-62.991985,0,-37.1269,0,582.59198,0
-62.563793,0,-37.12257,0,582.59906,0
-62.135185,0,-37.124352,0,582.590942,0
-61.706165,0,-37.132126,0,582.566895,0
-61.27673,0,-37.14576,0,582.526733,0
-60.846897,0,-37.1651,0,582.470032,0
-60.416706,0,-37.18996,0,582.396423,0
-59.986198,0,-37.220154,0,582.305786,0
-59.55542,0,-37.255489,0,582.197754,0
-59.124359,0,-37.295765,0,582.07196,0
-58.693005,0,-37.340759,0,581.928406,0
-58.261353,0,-37.390221,0,581.766724,0
