FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
-35.093395,138.294052,-24.263807,42.649223,454.1604,439.912018
-37.477818,138.03241,-23.692019,42.353725,457.55545,436.924713
-39.797062,137.736191,-23.120661,42.031219,460.836823,433.932159
-42.054798,137.404037,-22.552862,41.683308,464.01236,430.924225
-44.254391,137.034592,-21.991653,41.311497,467.089203,427.891479
-46.398918,136.626556,-21.439955,40.917236,470.073975,424.825043
-48.491245,136.17865,-20.900553,40.501881,472.972595,421.716858
-50.534058,135.689758,-20.376089,40.06673,475.79068,418.559265
-52.529873,135.158646,-19.86907,39.613014,478.533295,415.345428
-54.481106,134.584259,-19.38187,39.141895,481.205414,412.068878
-56.390026,133.965561,-18.916769,38.654495,483.811432,408.723907
-58.258793,133.301559,-18.475971,38.151859,486.355499,405.305328
-60.089447,132.591354,-18.061626,37.635002,488.841583,401.808563
-61.883907,131.834106,-17.675814,37.104874,491.273132,398.229584
-63.643978,131.029037,-17.320528,36.562397,493.653625,394.564972
-65.371368,130.175491,-16.997658,36.008438,495.986298,390.811859
-67.067749,129.272858,-16.708965,35.443855,498.274506,386.967834
-68.734673,128.320724,-16.456055,34.869465,500.521301,383.031067
-70.373772,127.318687,-16.240366,34.286064,502.730011,379.000122
-71.986557,126.266495,-16.063147,33.694408,504.903625,374.874146
-73.57457,125.163994,-15.925468,33.095234,507.045441,370.652679
-75.139305,124.011162,-15.828225,32.489254,509.158508,366.335815
-76.682106,122.808067,-15.772184,31.877159,511.246063,361.924011
-78.204216,121.554871,-15.758006,31.259604,513.311401,357.418121
-79.70668,120.2519,-15.786239,30.637247,515.35791,352.81955
-81.190445,118.899582,-15.857306,30.010725,517.389099,348.129883
-82.656311,117.498489,-15.971502,29.380663,519.408691,343.351135
-84.105087,116.049347,-16.128965,28.747681,521.420471,338.485657
-85.537537,114.553001,-16.329666,28.112375,523.428223,333.536072
-86.954468,113.010452,-16.57337,27.475351,525.435791,328.505432
-88.356606,111.422783,-16.859653,26.837208,527.447144,323.396942
-89.744659,109.791214,-17.187918,26.198532,529.466431,318.214172
-91.119232,108.117073,-17.557402,25.559917,531.497742,312.960938
-92.480865,106.401817,-17.967245,24.921953,533.545471,307.641205
-93.830002,104.647003,-18.416508,24.285246,535.613953,302.259186
-95.167099,102.854309,-18.904182,23.650396,537.707397,296.819183
-96.492523,101.025574,-19.429199,23.018,539.830078,291.325806
-97.806648,99.16275,-19.990416,22.388626,541.986328,285.783752
-99.109833,97.267868,-20.586622,21.762859,544.180115,280.197876
-100.402351,95.343079,-21.216511,21.141275,546.41571,274.57312
-101.684448,93.390564,-21.878658,20.524435,548.696838,268.914612
-102.956268,91.412575,-22.571533,19.912897,551.02771,263.227448
-104.217918,89.411407,-23.29348,19.307207,553.411743,257.516693
-105.469322,87.38945,-24.042759,18.707911,555.852539,251.787704
-106.710381,85.349144,-24.817608,18.115536,558.353333,246.045593
-107.940834,83.292976,-25.616257,17.5306,560.917053,240.295639
-109.16037,81.223526,-26.436953,16.953606,563.546448,234.542999
-110.368576,79.143372,-27.277975,16.38505,566.243713,228.792847
-111.564995,77.055145,-28.137619,15.825386,569.011169,223.050293
-112.749046,74.961456,-29.014198,15.275058,571.850525,217.320328
-113.920151,72.864937,-29.906017,14.734456,574.763184,211.607864
-115.07766,70.768158,-30.811369,14.203942,577.750366,205.917694
-116.220871,68.673683,-31.72851,13.683838,580.812622,200.254547
-117.349014,66.584045,-32.655659,13.174438,583.9505,194.623016
-118.46122,64.501755,-33.591026,12.676008,587.163635,189.027557
-119.556602,62.429237,-34.532837,12.188776,590.451721,183.472549
-120.634201,60.3689,-35.479359,11.712936,593.814026,177.962234
-121.693031,58.323063,-36.428944,11.24866,597.249268,172.500595
-122.732117,56.293953,-37.379997,10.796104,600.756042,167.091568
-123.750465,54.283741,-38.331024,10.355403,604.332458,161.7388
-124.747047,52.294479,-39.280567,9.926666,607.976196,156.445877
-125.720871,50.328148,-40.227207,9.509969,611.684448,151.216187
-126.670822,48.386639,-41.169571,9.105344,615.45459,146.052917
-127.595787,46.471725,-42.106304,8.71279,619.283142,140.959122
-128.494629,44.585098,-43.036072,8.332274,623.166687,135.937668
-129.36618,42.728325,-43.957558,7.963744,627.10144,130.991272
-130.209259,40.902855,-44.869511,7.607111,631.083435,126.122437
-131.022751,39.110043,-45.770741,7.262257,635.108398,121.333481
-131.805588,37.351147,-46.660141,6.929041,639.171997,116.626572
-132.556702,35.627327,-47.536701,6.607316,643.269653,112.003754
-133.275055,33.939613,-48.399506,6.296918,647.396729,107.466904
-133.959671,32.288956,-49.247707,5.997675,651.548523,103.017761
-134.609543,30.67614,-50.080563,5.709398,655.720337,98.65786
-135.223801,29.101868,-50.897385,5.431885,659.907471,94.388603
-135.801666,27.566738,-51.697563,5.164912,664.105103,90.21122
-136.342529,26.071247,-52.480545,4.908245,668.308533,86.126823
-136.845901,24.615833,-53.245846,4.661635,672.513,82.136353
-137.311417,23.200871,-53.993034,4.424821,676.713867,78.240608
-137.73877,21.826662,-54.721745,4.197518,680.906433,74.440292
-138.127686,20.493427,-55.431664,3.979427,685.086243,70.735977
-138.477844,19.201302,-56.122551,3.770241,689.248718,67.128082
-138.789001,17.950325,-56.794212,3.569654,693.389526,63.616924
-139.060944,16.740454,-57.446491,3.37736,697.504089,60.202679
