L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.567854,0.630389,0.627374,0.580274,1.106449,1.326741,1.326929,1.294986,0.578753,0.568989,0.606642,0.650292,0.428214,0.454688,0.415338,0.367473,0.288701,0.087149,0.08892,0.104669,0.075029,0.063734,0.068197,0.048572
0.572996,0.631023,0.628014,0.580933,1.101255,1.321718,1.321853,1.289888,0.578244,0.569087,0.606675,0.650044,0.428237,0.454745,0.415427,0.367459,0.291655,0.088574,0.090687,0.107578,0.075099,0.063622,0.067855,0.048478
0.578356,0.632084,0.629084,0.582022,1.095725,1.316355,1.316438,1.28445,0.577676,0.569174,0.606697,0.649793,0.428254,0.454797,0.415511,0.367443,0.294682,0.090128,0.092582,0.110582,0.07517,0.063506,0.067512,0.048383
0.583878,0.633666,0.630677,0.583633,1.089894,1.310683,1.310716,1.2787,0.577046,0.569242,0.606703,0.649544,0.428263,0.454844,0.415588,0.367426,0.297729,0.091804,0.094593,0.113635,0.075241,0.063387,0.067175,0.048288
0.589502,0.635849,0.632876,0.58585,1.083798,1.304735,1.304723,1.272677,0.576356,0.569286,0.606689,0.6493,0.428264,0.454883,0.415655,0.367408,0.300739,0.093589,0.096699,0.116685,0.075312,0.063265,0.066851,0.048194
0.595173,0.638705,0.635751,0.588741,1.077477,1.29855,1.298497,1.266418,0.575608,0.5693,0.606651,0.649067,0.428256,0.454915,0.415709,0.36739,0.303658,0.095463,0.098875,0.119678,0.075384,0.063143,0.066546,0.048102
0.600843,0.642281,0.639355,0.592359,1.070967,1.292164,1.292078,1.259962,0.574807,0.569279,0.606584,0.648846,0.42824,0.454937,0.415751,0.367371,0.306434,0.097399,0.10109,0.12256,0.075458,0.063021,0.066262,0.048014
0.606475,0.64661,0.643721,0.596736,1.064305,1.285615,1.285502,1.253347,0.57396,0.569218,0.606484,0.648639,0.428215,0.45495,0.415779,0.367351,0.309016,0.099364,0.103311,0.125282,0.075534,0.062899,0.066004,0.047931
0.61205,0.6517,0.648862,0.601883,1.057522,1.278935,1.278802,1.246607,0.573073,0.569115,0.606348,0.648447,0.428183,0.454954,0.415794,0.367331,0.311362,0.101325,0.105504,0.1278,0.075613,0.062778,0.06577,0.047854
0.617562,0.657545,0.654769,0.60779,1.050647,1.272155,1.272007,1.239771,0.572153,0.56897,0.606175,0.648269,0.428144,0.454952,0.415798,0.36731,0.313432,0.103244,0.107633,0.130078,0.075698,0.062659,0.06556,0.047781
0.623018,0.664119,0.661417,0.614431,1.043708,1.2653,1.265143,1.232866,0.571206,0.568785,0.605968,0.648103,0.428098,0.454943,0.415793,0.367289,0.315193,0.105086,0.109663,0.132085,0.075788,0.062542,0.065373,0.047713
