L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.903564,0.995804,0.991563,0.944604,0.966139,1.167973,1.174001,1.146775,0.535866,0.565607,0.615949,0.649374,0.397063,0.431598,0.386171,0.331508,0.282696,0.090905,0.104821,0.122256,0.102354,0.053162,0.057344,0.043081
0.908287,1.004628,1.000113,0.952733,0.962134,1.163716,1.169736,1.142533,0.535544,0.565697,0.615994,0.649408,0.396983,0.431565,0.386172,0.331501,0.278896,0.089361,0.103289,0.119641,0.103153,0.053187,0.057288,0.043097
0.913398,1.014106,1.009296,0.961505,0.957864,1.159176,1.165187,1.138002,0.535262,0.565815,0.616067,0.649484,0.396908,0.431534,0.386174,0.331493,0.274735,0.087696,0.101628,0.116822,0.103992,0.053209,0.057229,0.043118
0.918889,1.024201,1.019078,0.970894,0.953354,1.15438,1.16038,1.133209,0.535041,0.565967,0.616175,0.649613,0.396844,0.431505,0.386179,0.331486,0.270213,0.085915,0.099843,0.11381,0.104864,0.053229,0.05717,0.043146
0.924744,1.03486,1.02941,0.980867,0.948633,1.14936,1.155346,1.128183,0.534898,0.56616,0.616325,0.649804,0.396793,0.43148,0.386185,0.331479,0.265335,0.084029,0.097943,0.11062,0.10576,0.053244,0.05711,0.043182
0.930944,1.046028,1.040239,0.99138,0.943733,1.144148,1.150119,1.122958,0.534849,0.566399,0.616524,0.650068,0.39676,0.43146,0.386194,0.331474,0.260114,0.082051,0.09594,0.107276,0.106672,0.053253,0.05705,0.043225
0.937467,1.057644,1.051512,1.002388,0.938683,1.138779,1.144733,1.117567,0.53491,0.566689,0.616776,0.650413,0.396747,0.431446,0.386205,0.331471,0.254569,0.079998,0.093849,0.1038,0.10759,0.053257,0.056991,0.043275
0.944294,1.069647,1.063175,1.013843,0.933513,1.133284,1.139217,1.11204,0.53509,0.567036,0.617088,0.650844,0.396758,0.431439,0.386218,0.331472,0.248723,0.077886,0.091686,0.100219,0.108508,0.053253,0.056933,0.043333
0.951403,1.081982,1.075176,1.025698,0.928248,1.127691,1.133602,1.106407,0.5354,0.567442,0.617463,0.651368,0.396794,0.431439,0.386233,0.331478,0.242603,0.075736,0.089472,0.096561,0.10942,0.053242,0.056877,0.043396
0.958777,1.094596,1.087469,1.03791,0.922909,1.122024,1.127911,1.100694,0.535845,0.567911,0.617905,0.651985,0.396857,0.431447,0.38625,0.33149,0.236239,0.073566,0.087228,0.092854,0.110319,0.053224,0.056822,0.043464
0.966401,1.107442,1.100012,1.050438,0.917514,1.116306,1.122166,1.094923,0.53643,0.568441,0.618414,0.652696,0.396948,0.431463,0.386269,0.331509,0.229661,0.071401,0.084976,0.08913,0.111201,0.053198,0.05677,0.043537
0.974266,1.120481,1.112768,1.063242,0.912081,1.110552,1.116384,1.089112,0.53716,0.569033,0.618989,0.653498,0.397068,0.431487,0.386288,0.331534,0.2229,0.069262,0.082742,0.085417,0.112062,0.053164,0.056721,0.043613
