L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.896505,1.114341,1.113414,1.080376,0.180265,0.30869,0.315873,0.267958,0.58361,0.559843,0.607524,0.66224,0.432886,0.449048,0.400473,0.347602,0.073045,0.072535,0.083628,0.049609,0.222847,0.050566,0.059291,0.068896
0.890602,1.108721,1.108047,1.074603,0.183013,0.304669,0.311825,0.264149,0.583898,0.560124,0.607815,0.662829,0.433643,0.449185,0.400462,0.348052,0.073512,0.070701,0.081776,0.048623,0.228796,0.052416,0.060822,0.072255
0.884243,1.10264,1.102207,1.068364,0.186148,0.30066,0.307785,0.260362,0.584186,0.560404,0.608096,0.663423,0.43443,0.449292,0.400433,0.348526,0.073977,0.068876,0.079925,0.047654,0.235093,0.054502,0.062583,0.075941
0.877448,1.096111,1.095901,1.061676,0.189699,0.296772,0.303864,0.256704,0.58447,0.560675,0.608359,0.664008,0.435236,0.449359,0.400382,0.349019,0.07443,0.0671,0.078115,0.04673,0.241677,0.056836,0.064589,0.079949
0.870251,1.08916,1.089149,1.054568,0.193676,0.293126,0.30018,0.25329,0.584746,0.560932,0.608599,0.664576,0.436055,0.449381,0.400307,0.349525,0.074861,0.065411,0.076383,0.04587,0.248476,0.059417,0.066849,0.084262
0.862688,1.081822,1.081982,1.047078,0.198076,0.289842,0.296854,0.250239,0.585009,0.561175,0.608816,0.665119,0.436884,0.449354,0.400207,0.350039,0.075263,0.063837,0.074758,0.04509,0.255408,0.062236,0.069361,0.088847
0.854802,1.074135,1.074439,1.039249,0.202878,0.287041,0.294007,0.247665,0.585259,0.561403,0.60901,0.665632,0.437723,0.449278,0.400081,0.350556,0.07563,0.062398,0.073264,0.044396,0.262382,0.065269,0.072112,0.09366
0.846634,1.06614,1.066563,1.031125,0.208049,0.284842,0.291754,0.245682,0.585495,0.561617,0.609182,0.666114,0.438574,0.449156,0.399932,0.35107,0.075958,0.061106,0.071913,0.043791,0.26931,0.068488,0.075081,0.098645
0.838229,1.05788,1.058397,1.022751,0.213543,0.283352,0.290204,0.244394,0.585716,0.561815,0.609337,0.66656,0.439433,0.448995,0.399763,0.351571,0.076246,0.059965,0.070712,0.043272,0.276101,0.071856,0.078239,0.103739
0.829624,1.049397,1.049986,1.014168,0.219305,0.282669,0.289458,0.2439,0.58592,0.561996,0.609474,0.666968,0.440295,0.448806,0.399583,0.352049,0.076493,0.058975,0.069663,0.042835,0.282672,0.075331,0.081547,0.108871
0.820856,1.040728,1.041372,1.005414,0.225278,0.282877,0.289605,0.244289,0.586108,0.562154,0.609596,0.667337,0.441149,0.448602,0.399402,0.352494,0.076701,0.05813,0.068761,0.042475,0.288945,0.07887,0.084966,0.113968
0.811958,1.03191,1.032592,0.996523,0.231408,0.284043,0.290723,0.245637,0.586278,0.56229,0.609702,0.667665,0.44198,0.448402,0.399238,0.352895,0.076874,0.05742,0.067997,0.042183,0.294854,0.082428,0.088451,0.118955
0.802959,1.022976,1.023682,0.987527,0.237646,0.286214,0.292871,0.248009,0.586431,0.562401,0.609793,0.667953,0.442767,0.448225,0.399109,0.353249,0.077016,0.056832,0.067361,0.041952,0.300342,0.085961,0.091954,0.123756
0.793884,1.013954,1.01467,0.978451,0.243955,0.289419,0.296093,0.251448,0.586566,0.562489,0.609868,0.668203,0.443484,0.448097,0.399038,0.353556,0.077132,0.056351,0.066837,0.041774,0.305363,0.089423,0.095423,0.128298
0.784752,1.004868,1.005583,0.969318,0.25031,0.293663,0.300409,0.255979,0.586682,0.562553,0.609926,0.668416,0.444106,0.448041,0.399049,0.353821,0.077226,0.055963,0.066412,0.041643,0.309878,0.09277,0.098804,0.132513
0.775584,0.995739,0.99644,0.960147,0.256702,0.298932,0.305816,0.261602,0.586781,0.562594,0.609967,0.668594,0.444607,0.448081,0.399166,0.354057,0.077305,0.055652,0.06607,0.04155,0.313859,0.095956,0.102043,0.136337
0.766391,0.986582,0.987261,0.950954,0.263133,0.305196,0.312289,0.268296,0.586862,0.562615,0.60999,0.668739,0.444962,0.448241,0.399411,0.354278,0.077374,0.055405,0.065796,0.041489,0.317283,0.098941,0.105086,0.139714
0.757188,0.977413,0.978059,0.941752,0.269617,0.31241,0.319785,0.276017,0.586927,0.562617,0.609995,0.668855,0.445156,0.44854,0.399802,0.354502,0.077437,0.055208,0.065577,0.041455,0.320133,0.101687,0.107886,0.142601
0.747982,0.96824,0.968847,0.932549,0.276175,0.320522,0.328246,0.284704,0.586975,0.562603,0.609981,0.668943,0.445178,0.448991,0.40035,0.35475,0.077498,0.055051,0.065399,0.041442,0.322398,0.104161,0.1104,0.144963
