L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.610339,0.715608,0.714543,0.669215,1.10959,1.331838,1.331569,1.29934,0.603559,0.590953,0.628359,0.677129,0.392879,0.420016,0.381492,0.332923,0.258471,0.076985,0.078762,0.084478,0.074284,0.062415,0.067408,0.048828
0.615169,0.715129,0.713907,0.668413,1.105249,1.327558,1.327263,1.295054,0.602779,0.591107,0.628519,0.676671,0.392954,0.420077,0.381501,0.332961,0.262872,0.078478,0.080477,0.087608,0.074296,0.062251,0.067293,0.04885
0.62032,0.714876,0.713485,0.667828,1.100626,1.322992,1.322671,1.290478,0.601913,0.591252,0.628672,0.676188,0.393028,0.420135,0.38151,0.333003,0.267385,0.080053,0.082288,0.090886,0.074303,0.062086,0.067181,0.04887
0.625761,0.714926,0.713356,0.667541,1.095748,1.318164,1.317819,1.285637,0.600961,0.591382,0.628812,0.675686,0.393099,0.420189,0.38152,0.333047,0.271931,0.081697,0.084178,0.094271,0.074305,0.061922,0.067076,0.048886
0.631444,0.715356,0.713602,0.667638,1.090647,1.313105,1.312739,1.280562,0.599922,0.591493,0.628934,0.67517,0.393164,0.420237,0.38153,0.333094,0.276432,0.083395,0.086131,0.097719,0.0743,0.061761,0.066978,0.048898
0.637312,0.716245,0.714303,0.668199,1.085355,1.307847,1.307461,1.275286,0.598799,0.591581,0.629034,0.674649,0.393224,0.42028,0.38154,0.333143,0.280812,0.085134,0.088132,0.101183,0.074291,0.061605,0.066889,0.048906
0.643304,0.717663,0.715539,0.669304,1.079903,1.302423,1.30202,1.269841,0.5976,0.591645,0.629107,0.674131,0.393278,0.420318,0.381553,0.333193,0.285002,0.086905,0.09017,0.104614,0.074278,0.061457,0.066809,0.048911
0.649358,0.719679,0.71738,0.671024,1.074323,1.296861,1.296445,1.264259,0.596332,0.591681,0.62915,0.673622,0.393327,0.420352,0.381568,0.333243,0.288937,0.088695,0.092231,0.107964,0.074263,0.061316,0.066736,0.048913
0.655419,0.722347,0.719891,0.673419,1.06864,1.291191,1.290763,1.258568,0.595003,0.591689,0.629161,0.673132,0.393371,0.420381,0.381585,0.333291,0.292566,0.090492,0.094302,0.111188,0.074248,0.061182,0.066671,0.048913
0.661438,0.725711,0.723116,0.676538,1.062878,1.285437,1.285002,1.252795,0.593624,0.591669,0.629139,0.672667,0.393411,0.420405,0.381603,0.333336,0.295843,0.09228,0.096365,0.114241,0.074234,0.061058,0.066614,0.04891
