FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
-9.192832,0,-38.102539,0,454.517456,0
-8.721348,0,-37.952099,0,455.975037,0
-8.221107,0,-37.785358,0,457.550415,0
-7.694655,0,-37.603958,0,459.233948,0
-7.144442,0,-37.409485,0,461.016083,0
-6.572806,0,-37.203438,0,462.887756,0
-5.981963,0,-36.987228,0,464.840332,0
-5.374,0,-36.762177,0,466.865631,0
-4.750896,0,-36.529533,0,468.955933,0
-4.114539,0,-36.290493,0,471.103668,0
-3.466733,0,-36.046165,0,473.301727,0
-2.809197,0,-35.797634,0,475.543182,0
-2.143561,0,-35.545914,0,477.821594,0
-1.471362,0,-35.291965,0,480.13089,0
-0.794044,0,-35.036686,0,482.465332,0
-0.112974,0,-34.780903,0,484.81958,0
0.570564,0,-34.52541,0,487.188354,0
1.255372,0,-34.270943,0,489.566803,0
1.940343,0,-34.018162,0,491.950409,0
2.624458,0,-33.767693,0,494.334747,0
3.306766,0,-33.520096,0,496.715851,0
3.986376,0,-33.275875,0,499.090088,0
4.662441,0,-33.035496,0,501.453857,0
5.334174,0,-32.799416,0,503.803986,0
6.000852,0,-32.568016,0,506.137238,0
6.661825,0,-32.34166,0,508.450989,0
7.316497,0,-32.120647,0,510.742584,0
7.964329,0,-31.905247,0,513.009766,0
8.604817,0,-31.695696,0,515.250366,0
9.237518,0,-31.492203,0,517.462219,0
9.862043,0,-31.29495,0,519.643616,0
10.47807,0,-31.104069,0,521.792969,0
11.08532,0,-30.919657,0,523.908569,0
11.683537,0,-30.741787,0,525.989441,0
12.272495,0,-30.570513,0,528.034302,0
12.851993,0,-30.405878,0,530.042236,0
13.421889,0,-30.24791,0,532.012024,0
13.982102,0,-30.096607,0,533.943054,0
14.532606,0,-29.951956,0,535.834595,0
15.073403,0,-29.813921,0,537.68634,0
15.60451,0,-29.682465,0,539.497864,0
16.125948,0,-29.557529,0,541.268677,0
16.637758,0,-29.439043,0,542.998596,0
17.140011,0,-29.326912,0,544.687256,0
17.632811,0,-29.221022,0,546.334839,0
18.116274,0,-29.121237,0,547.941223,0
18.590542,0,-29.027424,0,549.506653,0
19.055771,0,-28.939438,0,551.031067,0
19.512152,0,-28.857143,0,552.514832,0
19.959898,0,-28.780396,0,553.958069,0
20.399246,0,-28.709045,0,555.361084,0
20.830431,0,-28.642937,0,556.724426,0
21.253683,0,-28.581902,0,558.048401,0
21.669243,0,-28.525764,0,559.333618,0
22.077374,0,-28.474344,0,560.580444,0
22.478363,0,-28.427433,0,561.78949,0
22.872532,0,-28.384817,0,562.961304,0
23.260204,0,-28.346256,0,564.096436,0
23.641693,0,-28.311516,0,565.19574,0
24.017296,0,-28.280365,0,566.259705,0
24.387327,0,-28.25259,0,567.289246,0
24.7521,0,-28.227995,0,568.28479,0
25.111954,0,-28.206375,0,569.246948,0
25.467216,-0.153307,-28.187536,0.283096,570.176636,0.011692
25.818213,-0.133924,-28.171263,0.300014,571.074524,0.636477
26.165245,-0.115466,-28.157351,0.317875,571.941406,1.259397
26.508617,-0.097846,-28.145605,0.336648,572.777893,1.881859
26.848639,-0.080954,-28.135828,0.356292,573.584534,2.505344
27.185627,-0.064678,-28.127815,0.376769,574.361938,3.131321
27.519907,-0.048916,-28.121351,0.398053,575.110779,3.761166
27.851782,-0.033575,-28.116228,0.420127,575.831787,4.396181
28.181553,-0.018557,-28.112257,0.442972,576.525696,5.037676
28.509504,-0.003749,-28.109285,0.466559,577.192749,5.687043
28.835915,0.010984,-28.107176,0.490849,577.833618,6.345757
29.161055,0.025778,-28.105797,0.515801,578.448608,7.015306
29.485193,0.040757,-28.105021,0.541381,579.038208,7.697111
29.808598,0.056032,-28.104719,0.567556,579.602844,8.392501
30.131512,0.07171,-28.104771,0.594289,580.143066,9.102776
30.454178,0.087911,-28.105055,0.621533,580.658997,9.829272
30.77684,0.104779,-28.105457,0.649233,581.15094,10.573377
31.099722,0.122471,-28.105848,0.677333,581.61908,11.336472
31.423044,0.141149,-28.106096,0.705784,582.063599,12.119879
31.74699,0.160966,-28.106075,0.734546,582.484863,12.924842
32.071739,0.182074,-28.105679,0.763579,582.882874,13.752568
32.397427,0.204627,-28.104824,0.792835,583.257629,14.604287
32.724197,0.228781,-28.103449,0.822258,583.609253,15.481261
33.052208,0.254693,-28.101492,0.851796,583.937622,16.384726
33.381615,0.282511,-28.098915,0.881405,584.242737,17.31583
33.712555,0.312375,-28.095659,0.911055,584.524475,18.275599
34.045132,0.344429,-28.091684,0.940711,584.782959,19.265007
34.379417,0.378833,-28.086946,0.97033,585.017944,20.285046
34.715469,0.415767,-28.081402,0.999856,585.229187,21.336739
35.053337,0.455417,-28.075014,1.029231,585.416443,22.421093
35.393085,0.497948,-28.067734,1.058398,585.579529,23.539019
35.734764,0.543493,-28.059525,1.087304,585.718201,24.691301
36.078423,0.592157,-28.050352,1.1159,585.832336,25.878622
36.42408,0.644045,-28.040201,1.144135,585.921692,27.101645
36.771759,0.699275,-28.029055,1.171957,585.98584,28.361067
37.121452,0.757982,-28.016912,1.199307,586.024414,29.65757
37.473164,0.820291,-28.003748,1.226132,586.036926,30.991764
37.82687,0.886303,-27.989508,1.252384,586.023254,32.364124
