L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
1.195257,1.405151,1.399642,1.380117,0.616124,0.799021,0.804796,0.774871,0.583717,0.566151,0.617417,0.663084,0.417629,0.451079,0.405429,0.351026,0.07704,0.124575,0.133828,0.098359,0.144171,0.050815,0.054457,0.044035
1.195982,1.40575,1.400309,1.380798,0.612151,0.794407,0.800193,0.770262,0.582641,0.564861,0.616127,0.661783,0.417352,0.451109,0.405386,0.351004,0.076175,0.123772,0.133009,0.097422,0.145283,0.050702,0.054413,0.044036
1.196445,1.406131,1.400764,1.381204,0.607972,0.789489,0.79529,0.765345,0.581497,0.563514,0.614772,0.660438,0.417048,0.451133,0.405338,0.350975,0.075354,0.122635,0.131904,0.096273,0.146532,0.050584,0.054359,0.044035
1.196566,1.406226,1.40094,1.381258,0.603633,0.784301,0.790116,0.760152,0.580298,0.562127,0.613368,0.65907,0.416717,0.451149,0.405286,0.350938,0.074603,0.121109,0.130468,0.094884,0.147931,0.050464,0.054297,0.044032
1.196283,1.405978,1.400782,1.380895,0.599185,0.778878,0.784709,0.754716,0.579063,0.560716,0.611931,0.657698,0.416362,0.451156,0.405229,0.350893,0.073947,0.119159,0.12867,0.09324,0.149492,0.050344,0.054225,0.04403
1.195549,1.405346,1.400251,1.380072,0.594686,0.773261,0.77911,0.749076,0.577813,0.559298,0.610478,0.656341,0.415986,0.451153,0.405168,0.350841,0.073406,0.116769,0.126494,0.091333,0.151224,0.050229,0.054146,0.04403
1.19434,1.404301,1.399322,1.378767,0.590192,0.767492,0.77336,0.743271,0.576573,0.557888,0.609024,0.655017,0.415592,0.451141,0.405103,0.350784,0.072994,0.113943,0.123941,0.089165,0.153138,0.050121,0.054061,0.044037
1.192649,1.402829,1.397985,1.376978,0.585761,0.761609,0.767498,0.737338,0.575371,0.556499,0.607586,0.653739,0.415185,0.45112,0.405035,0.350722,0.072717,0.110709,0.121032,0.086754,0.155244,0.050025,0.053973,0.044057
1.190487,1.40093,1.396244,1.374719,0.581452,0.755651,0.761563,0.731314,0.574236,0.555145,0.606181,0.652522,0.414768,0.45109,0.404965,0.350656,0.072575,0.107113,0.117799,0.084123,0.157552,0.049947,0.053885,0.044097
1.187879,1.398616,1.394114,1.37202,0.577319,0.749653,0.755591,0.72523,0.573194,0.553841,0.604825,0.651378,0.414345,0.451052,0.404893,0.350587,0.072564,0.10322,0.114292,0.081307,0.160073,0.049895,0.053804,0.044165
1.184861,1.395908,1.391619,1.368916,0.573417,0.743649,0.749615,0.719119,0.572267,0.5526,0.60354,0.650321,0.413915,0.451006,0.404819,0.350515,0.072678,0.099101,0.110568,0.07835,0.162816,0.049877,0.053735,0.044273
1.181473,1.392835,1.388784,1.365451,0.569796,0.737669,0.743666,0.71301,0.571471,0.551436,0.602343,0.649363,0.41348,0.450951,0.404741,0.35044,0.072907,0.094835,0.106691,0.075298,0.165791,0.049904,0.053686,0.044432
1.177757,1.38943,1.385641,1.361665,0.566506,0.731739,0.737773,0.70693,0.570816,0.550365,0.601253,0.648516,0.413038,0.450886,0.40466,0.35036,0.073242,0.090495,0.102724,0.072199,0.169008,0.049988,0.053667,0.044658
1.173754,1.385726,1.382215,1.357595,0.563593,0.725886,0.731964,0.700908,0.570303,0.549401,0.600288,0.647794,0.412586,0.45081,0.404572,0.350275,0.07367,0.086155,0.098729,0.069102,0.172475,0.050144,0.053689,0.044968
1.169501,1.381755,1.378533,1.353277,0.561099,0.720133,0.726262,0.694971,0.569928,0.548556,0.59946,0.647207,0.412121,0.450723,0.404477,0.350183,0.074175,0.081879,0.094763,0.066054,0.1762,0.050387,0.053766,0.04538
