L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.316924,0.466121,0.474338,0.446204,0.841898,1.054279,1.055588,1.033168,0.586793,0.558632,0.607087,0.657531,0.462159,0.487943,0.449196,0.397652,0.198899,0.063881,0.067028,0.053918,0.07551,0.062597,0.070572,0.05216
0.318552,0.464179,0.47236,0.443642,0.838462,1.050878,1.052208,1.02971,0.586653,0.558658,0.607173,0.65746,0.46212,0.487883,0.449113,0.397564,0.2032,0.064915,0.067662,0.054941,0.075548,0.062394,0.070435,0.052086
0.320408,0.462187,0.470309,0.440965,0.834794,1.047249,1.048597,1.02602,0.586516,0.5587,0.607277,0.657377,0.462082,0.487819,0.449028,0.397471,0.207801,0.066075,0.068402,0.056118,0.075589,0.062185,0.07029,0.052008
0.32251,0.460184,0.468218,0.438207,0.830912,1.043412,1.044775,1.022119,0.586386,0.558764,0.607401,0.657283,0.462045,0.487751,0.448942,0.397373,0.212673,0.067369,0.069258,0.057463,0.075631,0.061973,0.070137,0.051927
0.324876,0.458212,0.466126,0.435413,0.826842,1.039392,1.040765,1.01803,0.586262,0.558852,0.607549,0.657179,0.462009,0.48768,0.448857,0.397273,0.217781,0.068799,0.07024,0.058989,0.075676,0.061759,0.069976,0.051843
0.327517,0.456312,0.464072,0.432629,0.82261,1.035213,1.036592,1.013782,0.586145,0.558972,0.607724,0.657068,0.461977,0.487608,0.448774,0.397171,0.223082,0.070362,0.071353,0.060699,0.075722,0.061548,0.069809,0.051757
0.330437,0.454528,0.462098,0.4299,0.818241,1.030901,1.032283,1.0094,0.586031,0.559125,0.60793,0.656951,0.461949,0.487536,0.448695,0.397069,0.228529,0.072053,0.072602,0.062597,0.075769,0.061342,0.069637,0.05167
0.333637,0.452901,0.460244,0.427277,0.813762,1.026482,1.027863,1.00491,0.585918,0.559318,0.60817,0.656834,0.461925,0.487467,0.448621,0.396969,0.234072,0.073861,0.073986,0.06468,0.075817,0.061141,0.069462,0.051583
0.337109,0.451472,0.458553,0.424806,0.809196,1.021979,1.023355,1.000336,0.585797,0.559555,0.60845,0.656721,0.461905,0.487404,0.448554,0.396873,0.239663,0.075775,0.075501,0.066941,0.075866,0.06095,0.069284,0.051495
0.340842,0.450281,0.457065,0.422537,0.804563,1.017411,1.018779,0.995697,0.585662,0.559839,0.608774,0.656618,0.461889,0.487347,0.448493,0.396782,0.245248,0.07778,0.077143,0.06937,0.075917,0.060769,0.069104,0.051409
