L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.60536,0.791936,0.78831,0.743738,0.483913,0.681588,0.688662,0.660418,0.555335,0.570757,0.62044,0.66212,0.420088,0.454405,0.408439,0.354424,0.169062,0.061863,0.077339,0.069596,0.111728,0.052812,0.05734,0.043155
0.616233,0.805515,0.801573,0.757429,0.477779,0.675081,0.682102,0.653826,0.555865,0.570774,0.620498,0.662257,0.420179,0.454382,0.408423,0.35443,0.163521,0.061785,0.0772,0.068202,0.112847,0.052809,0.057264,0.04316
0.627939,0.819991,0.815718,0.772078,0.471242,0.66814,0.675104,0.646792,0.556456,0.570766,0.620532,0.662384,0.420287,0.454364,0.408411,0.354442,0.157712,0.061883,0.07721,0.066883,0.114033,0.052797,0.057178,0.04317
0.640435,0.83527,0.830657,0.787605,0.464343,0.660804,0.667709,0.639359,0.557111,0.570724,0.620534,0.662495,0.420415,0.454354,0.408404,0.354461,0.1517,0.062205,0.077415,0.065696,0.115276,0.052771,0.057082,0.043185
0.653657,0.851238,0.846279,0.803906,0.457128,0.653122,0.659964,0.631573,0.55783,0.570645,0.6205,0.662586,0.420565,0.454352,0.408406,0.35449,0.145558,0.0628,0.07786,0.064699,0.116569,0.052732,0.056976,0.043206
0.66753,0.867771,0.862464,0.820863,0.449647,0.645145,0.651919,0.623486,0.558613,0.570523,0.620424,0.662654,0.420741,0.45436,0.408419,0.354528,0.139364,0.063709,0.078586,0.063948,0.117902,0.052676,0.05686,0.043234
0.681971,0.884738,0.879088,0.838352,0.441947,0.636925,0.643625,0.615145,0.559457,0.570357,0.620305,0.662697,0.420947,0.454379,0.408446,0.354577,0.133196,0.06497,0.079633,0.063496,0.119267,0.052604,0.056735,0.043269
0.696892,0.902009,0.896025,0.856242,0.434077,0.628509,0.635128,0.6066,0.560358,0.570147,0.620141,0.662714,0.421183,0.45441,0.40849,0.354637,0.127128,0.066614,0.081035,0.06339,0.120658,0.052514,0.056605,0.043313
0.712204,0.919456,0.913152,0.874408,0.426078,0.619943,0.626474,0.597894,0.56131,0.569891,0.619932,0.662705,0.421452,0.454453,0.408551,0.35471,0.121231,0.068664,0.08282,0.063673,0.122069,0.052408,0.05647,0.043367
0.727814,0.936957,0.93035,0.892724,0.417988,0.611264,0.617702,0.589064,0.562307,0.569592,0.619679,0.662669,0.421752,0.454509,0.408628,0.354794,0.115567,0.071134,0.085008,0.064378,0.123497,0.052284,0.056334,0.04343
0.743632,0.954395,0.947506,0.911071,0.40984,0.602506,0.608848,0.580147,0.56334,0.56925,0.619384,0.662608,0.422082,0.454574,0.408721,0.35489,0.110188,0.074026,0.087609,0.065528,0.124939,0.052144,0.056198,0.043504
0.759567,0.971661,0.964513,0.929333,0.401661,0.593694,0.599941,0.571169,0.564397,0.568867,0.619047,0.66252,0.422438,0.45465,0.408825,0.354997,0.105141,0.077336,0.090625,0.067137,0.126395,0.051988,0.056064,0.043588
0.775526,0.988652,0.981271,0.947401,0.393474,0.584849,0.591004,0.562154,0.565467,0.568444,0.618671,0.662405,0.422816,0.454735,0.408939,0.355112,0.100459,0.081044,0.094042,0.069202,0.127866,0.051815,0.055933,0.043682
0.791417,1.005271,0.997684,0.965168,0.385297,0.575988,0.582057,0.553122,0.566536,0.56798,0.618254,0.662261,0.423209,0.454828,0.40906,0.355235,0.096167,0.085121,0.097837,0.071708,0.129354,0.051628,0.055805,0.043786
0.807147,1.021429,1.013664,0.982535,0.377144,0.567122,0.573112,0.544088,0.567589,0.567476,0.617796,0.662085,0.42361,0.454927,0.409186,0.355363,0.09228,0.089525,0.101972,0.074623,0.130862,0.051427,0.055679,0.043897
0.822621,1.037043,1.029129,0.999406,0.369025,0.558259,0.56418,0.535061,0.568607,0.56693,0.617298,0.661875,0.42401,0.455029,0.409315,0.355493,0.088801,0.094202,0.106394,0.0779,0.132395,0.051212,0.055555,0.044014
0.837747,1.052036,1.044002,1.015689,0.360951,0.549405,0.555269,0.526051,0.569573,0.566343,0.61676,0.661626,0.424402,0.455134,0.409443,0.355623,0.085726,0.099086,0.111039,0.081477,0.133957,0.050984,0.055432,0.044136
0.852429,1.066338,1.05821,1.031298,0.352929,0.540561,0.546383,0.517063,0.570467,0.565716,0.616184,0.661335,0.424773,0.45524,0.409569,0.355751,0.08304,0.104102,0.11583,0.085277,0.135555,0.050745,0.055309,0.044261
0.866574,1.079883,1.071686,1.046152,0.344964,0.531729,0.537525,0.508101,0.571272,0.565052,0.615573,0.661,0.425116,0.455344,0.40969,0.355873,0.080721,0.109168,0.120679,0.089213,0.137195,0.050497,0.055186,0.044386
0.880088,1.092611,1.084367,1.060173,0.337063,0.52291,0.528696,0.499168,0.57197,0.564354,0.614935,0.660619,0.425419,0.455444,0.409804,0.355988,0.07874,0.114194,0.125492,0.093187,0.138886,0.050241,0.055062,0.044511
0.89288,1.10447,1.096195,1.073289,0.329232,0.514102,0.519897,0.490264,0.572546,0.563632,0.614276,0.660194,0.425672,0.455541,0.409908,0.356093,0.07706,0.119086,0.130169,0.097097,0.140635,0.049979,0.054939,0.044635
0.904862,1.115411,1.107119,1.085434,0.321479,0.505304,0.511129,0.481392,0.57299,0.562895,0.613607,0.65973,0.425867,0.455632,0.410002,0.356183,0.075641,0.123749,0.134611,0.100839,0.142453,0.049713,0.054815,0.044757
0.91595,1.125393,1.117096,1.09655,0.313813,0.496515,0.50239,0.472549,0.573299,0.562153,0.612939,0.659232,0.425997,0.455716,0.410083,0.356257,0.074441,0.128085,0.13872,0.104313,0.144349,0.049446,0.054691,0.044876
0.926066,1.13438,1.126087,1.106584,0.306243,0.487732,0.493678,0.463737,0.573473,0.561417,0.612281,0.658709,0.426053,0.455792,0.410151,0.356312,0.073417,0.131999,0.142405,0.107426,0.146335,0.049182,0.054568,0.044992
0.935141,1.142345,1.134065,1.115494,0.298782,0.478955,0.484994,0.454953,0.573521,0.560698,0.611643,0.65817,0.426033,0.455859,0.410203,0.356347,0.072531,0.135402,0.145582,0.110094,0.148423,0.048923,0.054445,0.045107
0.943113,1.149267,1.14101,1.123246,0.291444,0.470184,0.476335,0.446196,0.573457,0.560004,0.611031,0.657624,0.425933,0.455915,0.410241,0.356361,0.071747,0.138208,0.148175,0.112245,0.150624,0.048674,0.054325,0.045223
0.949934,1.155137,1.146912,1.129818,0.284247,0.46142,0.467699,0.437464,0.573298,0.559338,0.610448,0.657079,0.425754,0.455961,0.410263,0.356354,0.071038,0.140343,0.150123,0.113819,0.152952,0.048441,0.054208,0.045341
0.955567,1.15995,1.151769,1.135198,0.277212,0.452666,0.459087,0.428757,0.573066,0.558704,0.609894,0.65654,0.425497,0.455994,0.410271,0.356326,0.070386,0.141745,0.151375,0.114771,0.155421,0.048229,0.054096,0.045467
0.95999,1.163715,1.155592,1.13939,0.270362,0.443925,0.450496,0.420074,0.572778,0.558101,0.609367,0.656012,0.425167,0.456015,0.410266,0.356279,0.069781,0.142369,0.151899,0.11507,0.158045,0.048046,0.05399,0.045607
0.963199,1.166446,1.158398,1.142406,0.263726,0.435204,0.441929,0.411413,0.572454,0.557524,0.608863,0.655494,0.424771,0.456026,0.410248,0.356215,0.069223,0.142191,0.151674,0.114698,0.160838,0.0479,0.053895,0.045767
0.965208,1.168168,1.160216,1.144275,0.257335,0.426511,0.433387,0.402776,0.572106,0.556969,0.608377,0.654985,0.424318,0.456025,0.41022,0.356138,0.068719,0.141204,0.150701,0.113654,0.163816,0.047801,0.053814,0.045957
0.966045,1.168914,1.161084,1.145037,0.251226,0.417857,0.424876,0.394164,0.571749,0.556429,0.607901,0.654481,0.42382,0.456015,0.410183,0.356052,0.068285,0.139427,0.148993,0.11195,0.166993,0.047759,0.053753,0.046191
0.965758,1.168725,1.161046,1.144746,0.245438,0.409255,0.416404,0.385583,0.571392,0.555895,0.60743,0.653976,0.423288,0.455997,0.410137,0.355962,0.067936,0.136898,0.146586,0.109619,0.170385,0.047788,0.053721,0.046483
0.964409,1.167651,1.160156,1.143467,0.240015,0.400722,0.407983,0.377038,0.571046,0.555361,0.606955,0.653465,0.422736,0.45597,0.410084,0.355871,0.067687,0.133676,0.143529,0.106708,0.174004,0.047902,0.053727,0.04685
0.962077,1.165747,1.158474,1.141274,0.235005,0.392278,0.399629,0.368539,0.570725,0.554821,0.606472,0.652946,0.422177,0.455938,0.410025,0.355786,0.067551,0.12984,0.139894,0.103284,0.177866,0.048117,0.053784,0.047313
0.95885,1.163074,1.156065,1.138253,0.230457,0.383946,0.391361,0.3601,0.570439,0.554269,0.605976,0.652418,0.421623,0.4559,0.409958,0.355711,0.067532,0.125488,0.135764,0.09943,0.181981,0.048451,0.053908,0.047895
0.954822,1.1597,1.152992,1.134488,0.226423,0.375754,0.383204,0.35174,0.570202,0.553706,0.605468,0.651885,0.421086,0.455856,0.409885,0.35565,0.067633,0.120732,0.131238,0.095243,0.186359,0.048922,0.054114,0.048621
0.950091,1.155689,1.149323,1.130069,0.222957,0.367733,0.375186,0.343481,0.570026,0.553135,0.604952,0.651354,0.420575,0.455806,0.409802,0.355606,0.067855,0.115688,0.126421,0.090826,0.191009,0.049549,0.054422,0.049519
0.944752,1.151108,1.145119,1.125077,0.220109,0.359916,0.367339,0.335355,0.56992,0.552562,0.604436,0.650835,0.420098,0.45575,0.409708,0.355582,0.068194,0.110474,0.121419,0.086284,0.195932,0.050351,0.05485,0.050618
0.938895,1.146021,1.140438,1.119586,0.217928,0.352342,0.359699,0.327401,0.569887,0.551996,0.603927,0.650341,0.419663,0.455684,0.409601,0.355581,0.068644,0.105199,0.116334,0.081715,0.201127,0.051347,0.055418,0.051945
0.932598,1.140485,1.13533,1.113664,0.21646,0.345053,0.352306,0.319663,0.569928,0.551447,0.603437,0.649884,0.419275,0.455606,0.409479,0.355601,0.069195,0.099959,0.111255,0.077209,0.206588,0.052552,0.056145,0.05353
0.925931,1.134553,1.129838,1.107366,0.215744,0.338091,0.345203,0.312194,0.570039,0.550924,0.602974,0.649478,0.418938,0.455514,0.40934,0.355642,0.069833,0.094834,0.106263,0.072846,0.212301,0.053981,0.057049,0.055396
0.918952,1.128268,1.123996,1.100739,0.215811,0.331504,0.338439,0.305055,0.570212,0.550434,0.602545,0.649131,0.418658,0.455403,0.409182,0.355702,0.070541,0.089891,0.101425,0.06869,0.218244,0.05564,0.058148,0.057565
0.91171,1.121668,1.117832,1.093822,0.216681,0.325342,0.332066,0.29831,0.570436,0.549982,0.602155,0.648851,0.418438,0.455271,0.409003,0.355777,0.071299,0.085182,0.096794,0.064795,0.224388,0.057534,0.059452,0.060054
